-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.036,38.888,413.700897,20.3396378
2,0.078,32.624,374.629272,19.3553429
3,0.11,26.857,321.304932,17.9249802
4,0.1,22.008,255.348633,15.9796324
5,0.11,17.91,195.056107,13.9662495
6,0.13,14.571,145.323975,12.0550394
7,0.19,11.861,108.625267,10.4223442
8,0.23,9.3568,79.1316223,8.89559555
9,0.31,7.2182,57.9166565,7.61029959
10,0.31,5.7605,40.3873444,6.35510397
11,0.33,4.6654,21.331749,4.61863041
12,0.35,4.0612,12.450592,3.52853966
13,0.4,3.4766,8.62342167,2.93656635
14,0.47,2.994,7.2816124,2.69844627
15,0.5,2.7201,6.03256273,2.45612764
16,0.52,2.4565,4.56000233,2.13541627
17,0.54,2.4181,4.73481083,2.17596221
18,0.57,2.3264,4.36117125,2.08834171
19,0.57,2.3077,5.0455246,2.2462244
20,0.6,2.1698,4.21931505,2.05409718
21,0.6,2.1672,3.97814894,1.99452972
22,0.61,2.1127,3.92313766,1.98069119
23,0.59,2.1978,3.81522942,1.95326126
24,0.58,2.1819,3.78740096,1.94612455
25,0.62,2.0015,3.11128163,1.76388252
26,0.61,1.9859,3.08013439,1.75503111
27,0.58,2.0109,3.11678863,1.76544285
28,0.58,2.0544,3.06258202,1.75002348
29,0.58,2.0926,3.57063341,1.88961196
30,0.57,2.0866,3.41044021,1.84673774
31,0.57,2.1084,3.27670097,1.810166
32,0.57,2.0648,3.27275753,1.80907643
33,0.58,2.0785,3.28343654,1.81202555
34,0.6,2.0394,3.21006274,1.79166484
35,0.57,2.034,3.23014665,1.79726088
36,0.59,2.0622,3.29492974,1.81519413
37,0.59,2.0249,3.35585594,1.83189952
38,0.58,1.9977,3.02907968,1.74042511
39,0.6,1.959,2.89632511,1.70185935
40,0.58,1.9731,2.9560926,1.71932912
41,0.59,2.0533,3.35489941,1.83163846
42,0.61,1.9077,2.54940343,1.59668517
43,0.59,1.9458,2.82872081,1.68188012
44,0.6,1.9029,2.58931303,1.6091342
45,0.6,1.9165,2.71351552,1.64727521
46,0.59,1.8988,2.59132051,1.6097579
47,0.61,1.9712,3.07572269,1.75377393
48,0.57,1.9626,2.74624395,1.65717947
49,0.61,1.9643,2.86449671,1.69248235
50,0.61,1.9621,2.86530876,1.69272232
51,0.6,1.9379,2.59863782,1.61202908
52,0.62,1.8895,2.68298316,1.63798141
53,0.58,1.9617,2.67650771,1.63600361
54,0.61,1.9569,2.77951741,1.66718853
55,0.58,1.9582,2.66447639,1.63232243
56,0.59,2.0106,2.84853816,1.68776131
57,0.59,1.987,2.6880343,1.63952255
58,0.57,2.013,2.93715215,1.71381211
59,0.59,2.0329,2.91445804,1.70717835
60,0.59,2.0426,3.19642806,1.78785574
61,0.58,2.0519,3.00074553,1.73226607
62,0.6,2.0181,2.9587009,1.72008753
