-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.08,37.151,430.431396,20.7468414
2,0.12,30.476,381.979858,19.5443058
3,0.18,24.31,316.729462,17.7968941
4,0.2,19.106,236.664276,15.3838968
5,0.21,14.866,160.281372,12.6602278
6,0.19,11.658,100.63121,10.0315113
7,0.2,9.1669,60.6732101,7.78930092
8,0.26,7.2663,38.4336815,6.19949007
9,0.3,5.9646,26.315979,5.12991047
10,0.4,4.5133,19.9634228,4.46804476
11,0.58,2.8638,12.0578518,3.47244167
12,0.73,1.905,7.39341211,2.71908307
13,0.77,2.0099,9.97727394,3.15868235
14,0.74,2.4645,13.519208,3.67684746
15,0.77,2.1039,11.0916271,3.33040953
16,0.81,1.6599,9.41622639,3.06858706
17,0.86,1.2255,7.08390474,2.66156054
18,0.88,1.0999,6.7405076,2.59624863
19,0.92,0.59447,2.26763701,1.50586748
20,0.98,0.37208,0.965467036,0.982581794
21,0.96,0.55404,3.38725185,1.84044886
22,0.94,0.66803,5.10040998,2.25840878
23,0.94,0.57635,3.97173142,1.9929204
24,0.96,0.28028,1.44406068,1.20169079
25,0.99,0.083847,0.122205906,0.349579602
26,1,0.039011,0.000771451,0.027775008
27,1,0.036424,0.000237296,0.015404431
28,1,0.036304,0.000230808,0.015192362
29,1,0.036297,0.000230499,0.015182188
30,1,0.036295,0.000230482,0.015181625
31,1,0.036296,0.00023045,0.015180581
32,1,0.036296,0.000230463,0.015180994
33,1,0.036296,0.000230472,0.015181296
34,1,0.036296,0.00023046,0.015180897
35,1,0.036296,0.000230473,0.015181325
36,1,0.036295,0.000230476,0.015181437
37,1,0.036296,0.000230469,0.015181192
38,1,0.036297,0.000230473,0.01518134
39,1,0.036297,0.000230477,0.01518146
40,1,0.036297,0.00023049,0.015181891
41,1,0.036297,0.000230456,0.015180775
42,1,0.036297,0.00023048,0.015181553
43,1,0.036297,0.000230474,0.015181378
44,1,0.036296,0.000230472,0.015181311
45,1,0.036296,0.000230502,0.015182282
46,1,0.036297,0.000230487,0.015181809
47,1,0.036296,0.000230447,0.015180473
48,1,0.036296,0.000230487,0.015181809
49,1,0.036297,0.000230479,0.015181524
50,1,0.036297,0.000230496,0.015182102
51,1,0.036298,0.000230487,0.015181797
52,1,0.036297,0.000230471,0.015181258
53,1,0.036296,0.000230516,0.015182764
54,1,0.036297,0.000230438,0.015180175
55,1,0.036296,0.000230465,0.015181074
56,1,0.036297,0.000230488,0.015181821
57,1,0.036296,0.000230485,0.015181733
58,1,0.036296,0.000230445,0.015180415
59,1,0.036296,0.000230479,0.015181523
60,1,0.036296,0.000230479,0.015181525
