-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.055,38.255,404.799408,20.119627
2,0.095,31.314,361.077332,19.0020351
3,0.14,24.938,300.046295,17.3218441
4,0.19,19.172,229.07402,15.135191
5,0.21,14.362,162.639267,12.7530098
6,0.25,10.529,102.43541,10.1210384
7,0.2,8.0246,58.3179626,7.63662004
8,0.24,6.2854,31.8069935,5.63976908
9,0.38,4.8926,20.493412,4.52696514
10,0.51,3.4336,13.6337214,3.69238687
11,0.58,2.4655,6.38178682,2.52621984
12,0.61,2.0784,4.08682394,2.02158952
13,0.67,1.9281,3.58238697,1.89271951
14,0.69,1.8081,3.56923914,1.88924301
15,0.67,1.8995,4.35302639,2.08639073
16,0.69,1.7393,3.54432011,1.88263643
17,0.71,1.7442,3.98548603,1.99636817
18,0.73,1.6502,3.16368151,1.77867413
19,0.74,1.5217,2.57776213,1.60554111
20,0.71,1.5424,2.27220559,1.5073837
21,0.71,1.4104,1.41696835,1.19036484
22,0.74,1.5016,2.47267795,1.57247508
23,0.7,1.529,2.10322976,1.45025158
24,0.7,1.4102,1.48459339,1.21843898
25,0.75,1.309,1.23503518,1.11132133
26,0.76,1.3326,1.17530525,1.08411491
27,0.75,1.3569,1.45079267,1.20448852
28,0.74,1.366,1.44596267,1.20248187
29,0.75,1.3771,1.47333467,1.21380997
30,0.74,1.3986,1.46299875,1.2095449
31,0.74,1.3771,1.37508583,1.17264056
32,0.72,1.4133,1.38295805,1.17599237
33,0.74,1.4028,1.37884474,1.17424226
34,0.76,1.4345,1.60320449,1.26617718
35,0.69,1.4483,1.65886033,1.28796756
36,0.7,1.4054,1.34515071,1.15980637
37,0.75,1.3906,1.51233208,1.22976911
38,0.71,1.3732,1.38910854,1.17860448
39,0.75,1.3567,1.34045386,1.15777969
40,0.73,1.3019,1.19524634,1.09327328
41,0.75,1.3147,1.10802042,1.05262554
42,0.74,1.2802,1.30228126,1.14117539
43,0.75,1.3086,1.21740115,1.10335898
44,0.76,1.2878,1.35289776,1.16314137
45,0.76,1.3213,1.2487123,1.11745799
46,0.75,1.3394,1.31344497,1.14605629
47,0.72,1.3661,1.32600367,1.1515224
48,0.72,1.4363,1.50013614,1.22480047
49,0.73,1.4177,1.56245923,1.24998367
50,0.69,1.4655,1.52958107,1.23676229
51,0.69,1.4711,1.573246,1.25429106
52,0.74,1.3808,1.56343806,1.25037515
53,0.74,1.4122,1.51332796,1.23017395
54,0.72,1.3729,1.40177,1.18396366
55,0.73,1.3556,1.34111214,1.15806401
56,0.76,1.3279,1.24732745,1.1168381
57,0.74,1.2916,1.14043534,1.06791162
58,0.76,1.3239,1.28864431,1.13518476
59,0.74,1.3224,1.27188063,1.12777686
60,0.71,1.3494,1.30277586,1.14139199
61,0.75,1.3444,1.33334363,1.15470493
62,0.75,1.3077,1.18113732,1.08680141
63,0.75,1.3396,1.28588438,1.13396847
64,0.73,1.3346,1.24751604,1.11692262
65,0.74,1.3793,1.43530083,1.19804037
66,0.7,1.4013,1.40476751,1.18522894
67,0.75,1.347,1.36394036,1.16787851
68,0.74,1.3737,1.4538244,1.20574641
69,0.71,1.3827,1.37973762,1.1746223
70,0.73,1.3594,1.43075967,1.19614363
71,0.73,1.4156,1.53849924,1.24036252
72,0.73,1.4039,1.62213016,1.27362871
73,0.74,1.3751,1.34581339,1.160092
74,0.71,1.3884,1.43234253,1.19680512
75,0.73,1.38,1.41755736,1.1906122
76,0.72,1.4436,1.55508733,1.24703145
77,0.73,1.4191,1.4368422,1.1986835
78,0.74,1.3607,1.40589321,1.18570375
79,0.7,1.4102,1.4448787,1.20203114
80,0.74,1.3587,1.36639488,1.16892898
81,0.73,1.4149,1.41532743,1.18967533
82,0.74,1.3415,1.19665873,1.09391904
83,0.77,1.2791,1.12069774,1.05863011
84,0.75,1.3046,1.14830863,1.07159162
85,0.75,1.3038,1.35095716,1.16230679
86,0.75,1.3103,1.23264754,1.11024666
87,0.76,1.3404,1.36685073,1.16912389
88,0.75,1.3102,1.15333855,1.07393599
89,0.71,1.3891,1.40937364,1.18717039
90,0.74,1.371,1.43905997,1.19960821
91,0.73,1.4172,1.42986691,1.19577038
92,0.71,1.466,1.57148862,1.25359023
93,0.74,1.4255,1.52220094,1.23377502
94,0.69,1.4805,1.6809293,1.29650652
95,0.7,1.4328,1.45281434,1.20532751
96,0.72,1.3852,1.48360479,1.21803319
97,0.72,1.3708,1.35894799,1.1657393
98,0.75,1.2884,1.21746087,1.10338604
99,0.73,1.3632,1.28434575,1.13328981
100,0.74,1.374,1.32046175,1.14911354
101,0.75,1.302,1.14294958,1.06908822
102,0.74,1.3185,1.26003945,1.12251484
103,0.73,1.3553,1.29854512,1.13953722
104,0.73,1.3747,1.39028084,1.17910171
105,0.73,1.3495,1.36319435,1.16755915
106,0.75,1.3395,1.17031503,1.08181095
107,0.71,1.371,1.31437099,1.14646018
108,0.75,1.3504,1.24260676,1.11472273
109,0.74,1.3731,1.45169735,1.20486403
110,0.71,1.4149,1.40985751,1.18737423
111,0.74,1.3327,1.36884224,1.16997528
112,0.73,1.4001,1.431512,1.1964581
113,0.73,1.4236,1.47016704,1.21250451
114,0.74,1.3644,1.44459307,1.20191228
115,0.73,1.3961,1.44135916,1.20056617
116,0.75,1.3278,1.32688832,1.15190637
117,0.69,1.4468,1.54179871,1.24169195
118,0.7,1.4027,1.47327411,1.21378505
119,0.75,1.4072,1.38317335,1.17608392
120,0.71,1.4319,1.4337523,1.19739389
,,,,
-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.05,38.262,417.304871,20.4280415
2,0.09,31.315,377.273926,19.4235401
3,0.15,24.859,320.449036,17.9010906
4,0.17,19.273,247.554443,15.7338629
5,0.22,14.638,176.162018,13.272604
6,0.19,11.256,112.015518,10.5837383
7,0.19,9.0045,65.1381378,8.07081985
8,0.26,7.0386,40.3111382,6.34910536
9,0.4,5.1584,26.5765114,5.15524101
10,0.52,3.7836,17.3962021,4.17087555
11,0.55,2.9058,10.0038528,3.16288686
12,0.56,2.3537,5.16513777,2.27269387
13,0.63,2.0571,4.20242071,2.04998064
14,0.62,2.0783,4.29030561,2.07130527
15,0.71,1.717,2.89002609,1.70000768
16,0.73,1.5161,2.19515228,1.48160458
17,0.72,1.743,4.87860441,2.20875621
18,0.74,1.6431,3.4960115,1.86976242
19,0.69,1.6033,2.86367965,1.69224095
20,0.75,1.3931,1.68498659,1.29807031
21,0.74,1.4112,2.04128814,1.42873657
