-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.04,40.278,421.749817,20.5365486
2,0.092,33.273,382.204468,19.5500507
3,0.12,26.835,325.058289,18.0293732
4,0.15,21.15,255.226593,15.9758129
5,0.17,16.209,184.279648,13.5749645
6,0.18,12.346,123.990776,11.1351147
7,0.22,9.5855,77.7940292,8.8200922
8,0.26,7.7449,48.11269,6.93633127
9,0.39,5.7162,34.807457,5.89978456
10,0.45,4.097,20.8380356,4.56486988
11,0.5,3.2863,12.2686281,3.50266004
12,0.53,2.6738,6.70107079,2.5886426
13,0.56,2.347,4.98860693,2.23351908
14,0.6,2.2123,4.864254,2.20550537
15,0.65,1.9726,3.90643644,1.97647071
16,0.7,1.7458,3.01781392,1.7371856
17,0.68,1.7183,3.50589204,1.87240279
18,0.68,1.7806,3.19348478,1.78703237
19,0.72,1.674,2.82727218,1.68144941
20,0.7,1.676,2.51986098,1.58740699
21,0.67,1.7139,2.66084647,1.63121009
22,0.7,1.495,1.80157447,1.34222746
23,0.69,1.5767,2.28167963,1.51052296
24,0.68,1.6539,2.77081084,1.66457534
25,0.69,1.6161,2.62291551,1.61954176
26,0.71,1.5445,2.15481257,1.46792793
27,0.69,1.5,1.72217071,1.31231499
28,0.68,1.5863,2.07398748,1.44013453
29,0.66,1.6407,2.30559039,1.51841712
30,0.7,1.5922,1.83859646,1.35594857
31,0.68,1.5805,1.8406595,1.35670912
32,0.68,1.624,2.57336521,1.60417116
33,0.69,1.5643,2.02282238,1.42225957
34,0.69,1.5069,1.50309193,1.22600651
35,0.71,1.5173,1.64951789,1.28433561
36,0.68,1.5402,1.65461767,1.28631938
37,0.67,1.5412,1.56834412,1.25233543
38,0.67,1.5715,1.71638036,1.31010699
39,0.66,1.572,1.67674768,1.29489291
40,0.69,1.5542,1.60024226,1.26500678
41,0.69,1.5654,1.68142188,1.29669654
42,0.68,1.5589,1.7222296,1.31233752
43,0.65,1.6117,1.88233674,1.37198281
44,0.67,1.6014,1.74449086,1.32079172
45,0.68,1.5499,1.73761725,1.31818712
46,0.69,1.586,1.8224901,1.34999633
47,0.69,1.577,1.78644598,1.33657992
48,0.7,1.5245,1.65163386,1.28515911
49,0.68,1.5588,1.75072336,1.32314909
50,0.7,1.5053,1.65865815,1.287889
51,0.69,1.5261,1.672984,1.29343879
52,0.7,1.5005,1.7291038,1.31495392
53,0.69,1.5127,1.68413556,1.29774249
