-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.03,40.563,406.4487,20.1605721
2,0.073,33.625,377.772583,19.4363728
3,0.12,27.23,326.495789,18.0691948
4,0.14,21.524,261.900299,16.1833344
5,0.2,16.512,198.923447,14.104022
6,0.18,12.946,134.159027,11.5827036
7,0.2,10.424,87.0416489,9.32961178
8,0.2,8.8715,55.0749931,7.42125273
9,0.24,7.5928,38.533474,6.20753384
10,0.28,5.8589,27.1907063,5.21447086
11,0.35,4.242,18.2407055,4.27091408
12,0.45,3.5069,12.9345179,3.59645915
13,0.5,3.0016,9.48325634,3.07948947
14,0.54,2.7761,8.12806606,2.85097647
15,0.51,3.0367,10.1908426,3.19230986
16,0.55,2.9066,9.61566734,3.100914
17,0.55,2.8519,9.06921768,3.01151419
18,0.53,2.8597,8.92029667,2.98668671
19,0.5,2.8599,8.66371059,2.94341803
20,0.55,2.5679,6.93752241,2.63391757
21,0.53,2.4025,5.81585026,2.4116075
22,0.55,2.3462,5.24654436,2.29053378
23,0.55,2.2796,4.91081285,2.21603537
24,0.56,2.2962,5.06752443,2.25111628
25,0.61,2.126,4.61491966,2.14823651
26,0.61,2.0305,3.96591616,1.9914608
27,0.59,2.017,3.94863844,1.98711812
28,0.6,1.9922,3.83520675,1.95836842
29,0.6,1.9988,4.09966898,2.02476406
30,0.61,1.9103,3.36880755,1.8354311
31,0.6,1.9598,3.79821301,1.94890046
32,0.61,1.9971,4.15927505,2.03943014
33,0.59,2.0453,4.7565794,2.18095827
34,0.63,1.8605,3.48799753,1.8676182
35,0.63,1.8695,3.82541108,1.95586574
36,0.64,1.8247,3.45782566,1.85952294
37,0.63,1.8338,3.36967659,1.83566785
38,0.63,1.7938,2.94737577,1.71679223
39,0.61,1.7752,2.81472731,1.67771482
40,0.61,1.8713,3.04098082,1.74384081
41,0.61,1.8176,2.81823182,1.67875898
42,0.6,1.8998,3.05775547,1.74864388
43,0.59,1.8992,3.05115557,1.74675572
44,0.58,1.928,2.99462032,1.73049712
45,0.6,1.8953,3.01218581,1.73556495
46,0.62,1.8444,2.94741392,1.71680343
47,0.59,1.8389,2.99723387,1.73125207
48,0.64,1.7716,2.81747484,1.67853355
49,0.62,1.7899,2.89727354,1.70213795
50,0.63,1.7849,2.92424011,1.71004093
51,0.63,1.8207,3.00673962,1.7339952
52,0.59,1.8367,2.97120571,1.72371852
53,0.62,1.8367,2.97054529,1.72352695
54,0.58,1.8639,2.97782397,1.72563732
55,0.63,1.8288,3.13733721,1.77125299
56,0.63,1.7796,2.58595061,1.60808909
57,0.6,1.8551,2.88414359,1.69827664
58,0.6,1.8578,2.87944961,1.69689417
59,0.61,1.8492,2.84530997,1.68680465
60,0.6,1.8659,3.08862925,1.75744963
61,0.6,1.8536,2.94173312,1.71514809
62,0.6,1.88,3.02348852,1.73881817
63,0.61,1.8248,2.91728854,1.70800722
64,0.6,1.8478,2.77332282,1.66532958
65,0.6,1.8001,2.9055841,1.70457745
66,0.62,1.7924,2.65357065,1.62897849
67,0.6,1.7979,2.6668551,1.6330508
68,0.62,1.7949,2.57808161,1.60564053
69,0.61,1.8683,2.76436901,1.66263914
70,0.6,1.8566,2.90069604,1.703143
71,0.61,1.8687,2.85393929,1.68936062
72,0.6,1.8082,2.70991611,1.6461823
73,0.64,1.7852,2.69935107,1.6429702
74,0.62,1.7763,2.6576786,1.63023889
75,0.62,1.807,2.99042773,1.72928536
76,0.63,1.7737,2.74706507,1.65742719
77,0.6,1.8167,2.82903504,1.68197358
78,0.61,1.8239,2.83254623,1.68301702
79,0.6,1.8397,2.82872462,1.68188131
80,0.62,1.8064,2.89717436,1.70210886
81,0.61,1.8212,2.7936523,1.67142224
82,0.62,1.7638,2.82260227,1.68006015
83,0.6,1.8122,2.66832542,1.63350105
