-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.028,41.437,423.236298,20.5727081
2,0.06,35.07,393.490112,19.836586
3,0.08,29.349,344.547058,18.5619793
4,0.076,24.489,282.165039,16.7977695
5,0.09,20.354,223.861725,14.9620094
6,0.12,16.948,172.898483,13.149087
7,0.14,14.19,130.268723,11.4135323
8,0.16,11.805,98.3758469,9.91845989
9,0.23,9.2246,76.0048065,8.71807384
10,0.29,7.0948,52.2517433,7.22853661
11,0.3,5.7592,32.6529198,5.71427345
12,0.33,5.1201,24.4511833,4.94481373
13,0.34,4.7022,20.0118923,4.47346544
14,0.36,4.3924,19.4354382,4.40856409
15,0.35,4.2479,17.1905956,4.1461544
16,0.4,4.1047,16.399683,4.0496521
17,0.43,3.666,13.1098633,3.62075448
18,0.47,3.3366,11.5355673,3.39640498
19,0.49,2.9539,9.30458355,3.05034161
20,0.51,2.801,7.85151815,2.80205607
21,0.53,2.7055,7.40154696,2.72057843
22,0.54,2.6395,6.89341354,2.6255312
23,0.55,2.5963,7.05066395,2.65530872
24,0.55,2.6564,7.57775927,2.75277305
25,0.54,2.6412,7.38429594,2.71740603
26,0.56,2.594,7.69871998,2.77465677
27,0.57,2.4391,6.17008877,2.48396635
28,0.58,2.3186,5.38566256,2.32070303
29,0.58,2.3727,5.90933752,2.43091297
30,0.59,2.3883,6.20342684,2.49066782
31,0.61,2.2911,5.6941576,2.38624334
32,0.6,2.3532,6.43190527,2.53612018
33,0.58,2.4654,7.33902025,2.70906258
34,0.56,2.5291,6.6943984,2.58735347
35,0.55,2.5799,6.88223886,2.62340212
36,0.57,2.4807,6.64727163,2.57823038
37,0.58,2.438,6.0691576,2.46356606
38,0.59,2.4006,5.93185186,2.43553925
39,0.57,2.4421,6.12355042,2.47458076
40,0.57,2.4701,6.74185228,2.59650779
41,0.56,2.4049,6.23957205,2.4979136
42,0.57,2.59,7.23106575,2.68906403
43,0.56,2.601,7.49832487,2.738307
44,0.56,2.52,7.36833954,2.71446848
45,0.58,2.4365,6.48498011,2.54656243
46,0.59,2.3929,6.43732691,2.53718877
47,0.59,2.3003,5.91829872,2.43275547
48,0.59,2.2901,5.61959839,2.37056923
49,0.59,2.2646,5.66823578,2.38080573
50,0.58,2.2858,5.67457962,2.38213754
51,0.59,2.3347,5.92386723,2.43389964
52,0.56,2.3382,5.73669767,2.39514041
