-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.04,41.486,392.946075,19.8228664
2,0.1,34.093,351.924133,18.7596416
3,0.12,27.091,295.742615,17.1971684
4,0.24,20.588,230.961166,15.1974068
5,0.2,15.152,155.353226,12.464077
6,0.32,9.8454,101.064301,10.0530739
7,0.5,5.6818,55.0848312,7.42191553
8,0.64,3.0897,23.6865978,4.86688805
9,0.7,2.1199,12.2822609,3.50460553
10,0.72,1.7203,5.63812399,2.37447333
11,0.66,2.0167,5.17068386,2.27391386
12,0.82,1.2229,1.78116691,1.33460367
13,0.86,1.0777,1.71918488,1.3111769
14,0.86,0.82157,1.15336454,1.07394814
15,0.9,0.77642,1.71490765,1.3095448
16,0.88,1.0017,2.52109575,1.58779585
17,0.78,1.3825,3.71627641,1.92776465
18,0.76,1.5178,5.97353363,2.44408131
19,0.82,1.2264,5.41433811,2.32687306
20,0.84,1.1588,5.3816843,2.31984568
21,0.84,1.1424,3.39918852,1.84368885
22,0.88,1.0743,1.884552,1.37278986
23,0.8,1.1294,1.16559732,1.07962835
24,0.76,1.0847,1.10086143,1.04921949
25,0.86,0.93997,0.889266014,0.943009019
26,0.88,0.83134,0.689970851,0.830644846
27,0.92,0.72044,0.577554941,0.759970367
28,0.86,0.86352,1.06553245,1.03224623
29,0.88,0.81077,0.751100063,0.866660297
30,0.86,0.80684,0.703934491,0.839008033
31,0.88,0.87512,0.850229025,0.922078669
32,0.86,0.97899,1.03958416,1.01960003
33,0.8,0.98965,1.2042768,1.09739554
34,0.84,0.94561,0.986043394,0.992997169
35,0.86,0.85861,0.938570201,0.968798339
36,0.94,0.74699,0.62003547,0.787423313
37,0.84,0.90328,1.11745799,1.05709887
38,0.82,0.92497,1.07404494,1.03636146
39,0.88,0.88266,0.678754628,0.823865652
40,0.9,0.79868,0.742901921,0.861917555
41,0.94,0.7312,0.542584658,0.736603439
42,0.88,0.82218,0.853144407,0.923658192
43,0.92,0.72967,0.612190545,0.782426059
44,0.86,0.832,0.703746796,0.838896215
45,0.94,0.78552,0.603192031,0.776654363
46,0.82,1.015,1.66949439,1.29208922
47,0.84,1.0383,1.4256947,1.19402456
48,0.86,0.89635,1.18176544,1.08709037
49,0.88,0.88098,1.23341262,1.11059117
50,0.94,0.7185,0.653304517,0.808272541
51,0.88,0.8498,0.998074293,0.99903667
52,0.9,0.82987,0.914539397,0.956315517
53,0.9,0.93895,0.982148886,0.991034269
54,0.84,0.93773,1.12960303,1.06282783
55,0.88,0.89957,0.844820499,0.919141173
56,0.88,0.80214,0.794139564,0.891145051
57,0.88,0.74887,0.771934867,0.878598273
58,0.86,0.82984,0.810961783,0.900534153
59,0.86,0.82504,0.734750509,0.857175887
60,0.86,0.8545,0.843285978,0.918306053
61,0.82,1.0102,0.997693837,0.998846233
62,0.82,0.95209,1.05620146,1.02771664
63,0.82,0.90651,1.02083528,1.01036394
64,0.88,0.78946,0.651882052,0.80739212
65,0.88,0.75805,0.781312823,0.883919001
66,0.9,0.85637,1.04758656,1.02351677
67,0.84,0.88162,0.929189086,0.963944554
68,0.86,0.96656,1.20698404,1.09862828
69,0.82,0.96034,1.15192389,1.07327724
70,0.88,0.87364,0.807688236,0.898714781
71,0.86,0.86628,0.869999886,0.932737887
72,0.92,0.82123,0.687941551,0.829422414
73,0.92,0.76746,0.757300019,0.8702299
74,0.88,0.81928,0.703462541,0.838726759
75,0.86,0.92362,0.810246229,0.900136769
76,0.84,0.96135,1.15001845,1.07238913
77,0.82,0.9383,1.4236244,1.19315732
78,0.9,0.90509,1.31192803,1.14539433
79,0.88,0.77125,0.694345534,0.833274007
80,0.92,0.74198,0.593821466,0.770598114
81,0.84,0.9143,0.95327282,0.976356924
82,0.86,0.94104,0.965810359,0.982756495
83,0.8,0.94747,0.859515786,0.927100718
84,0.9,0.92595,0.838125348,0.915491879
85,0.86,0.79166,0.706168771,0.840338528
86,0.9,0.75948,0.651297927,0.80703032
87,0.92,0.69241,0.614892185,0.7841506
88,0.88,0.78637,0.721571445,0.849453628
89,0.84,0.84319,0.796674609,0.892566323
90,0.88,0.86891,0.793421865,0.890742302
91,0.8,0.99958,1.21586442,1.10266244
92,0.82,0.95254,1.23248065,1.11017144
93,0.84,0.90124,1.22419238,1.10643232
94,0.92,0.76804,0.610448182,0.78131181
95,0.86,0.84466,0.82051003,0.905820072
