-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.069,34.187,394.842773,19.8706512
2,0.12,27.959,344.637451,18.5644131
3,0.15,22.655,272.578979,16.5099659
4,0.14,18.542,191.530273,13.8394461
5,0.12,15.168,124.667908,11.1654787
6,0.1,12.499,77.6446381,8.81161976
7,0.11,10.382,48.7654419,6.98322582
8,0.2,7.7423,37.8280983,6.150455
9,0.39,5.1557,29.59828,5.44043016
10,0.5,3.0446,15.0367947,3.87773061
11,0.54,2.545,8.37829971,2.89452934
12,0.53,3.0536,11.8379536,3.44063258
13,0.57,3.1454,12.8103485,3.57915473
14,0.63,2.7823,11.760417,3.42934632
15,0.7,2.3619,10.5561552,3.24902368
16,0.75,1.9288,8.28696156,2.87870836
17,0.77,1.7441,7.53422737,2.74485469
18,0.8,1.5757,6.27216625,2.50442934
19,0.81,1.6601,7.87409353,2.80608153
20,0.8,1.7879,9.17357922,3.02879167
21,0.84,1.4895,7.11872005,2.66809297
22,0.87,1.2319,5.93384838,2.43594909
23,0.87,1.2629,7.72674084,2.77970147
24,0.87,1.0808,6.56630611,2.56248045
25,0.91,0.75727,3.83691978,1.95880568
26,0.95,0.44683,1.40389943,1.18486261
27,0.98,0.3386,0.732528329,0.855878711
28,0.98,0.36595,1.60889769,1.26842332
29,0.98,0.41494,2.16236353,1.47049773
30,0.96,0.49584,3.13500762,1.77059531
31,0.95,0.53941,3.65066004,1.91067004
32,0.95,0.41892,2.39094472,1.54626799
33,0.97,0.31247,2.03068089,1.42501962
34,0.99,0.13072,0.317161828,0.563171208
35,1,0.067561,0.025807342,0.160646632
36,1,0.054532,0.005737511,0.075746365
37,1,0.05096,0.001626212,0.040326316
38,1,0.048726,0.000406027,0.020150103
39,1,0.048722,0.000386853,0.019668577
40,1,0.048722,0.000386783,0.019666808
41,1,0.048722,0.000386778,0.019666664
42,1,0.048721,0.000386749,0.01966594
43,1,0.048721,0.00038676,0.019666217
44,1,0.048723,0.000386798,0.019667171
45,1,0.048723,0.000386803,0.01966732
46,1,0.048723,0.000386772,0.019666517
47,1,0.048723,0.000386763,0.019666296
48,1,0.048723,0.000386754,0.01966607
49,1,0.048722,0.000386763,0.019666301
50,1,0.048722,0.000386729,0.01966542
51,1,0.048722,0.000386779,0.019666692
52,1,0.048722,0.000386761,0.019666245
53,1,0.048722,0.000386743,0.019665778
54,1,0.048722,0.000386796,0.019667141
55,1,0.048721,0.00038678,0.019666728
56,1,0.048722,0.000386766,0.019666376
57,1,0.048722,0.000386749,0.019665936
58,1,0.048723,0.000386758,0.019666167
59,1,0.048722,0.000386729,0.019665433
60,1,0.048722,0.000386767,0.019666383
61,1,0.048722,0.000386718,0.019665143
62,1,0.048723,0.000386757,0.019666145
63,1,0.048722,0.000386766,0.019666368
64,1,0.048723,0.000386789,0.019666949
65,1,0.048722,0.000386763,0.019666299
66,1,0.048722,0.000386767,0.019666398
67,1,0.048722,0.000386805,0.019667361
68,1,0.048723,0.000386779,0.019666711
69,1,0.048722,0.000386792,0.019667033
70,1,0.048723,0.000386753,0.019666048
71,1,0.048722,0.000386786,0.019666882
72,1,0.048722,0.000386769,0.019666452
73,1,0.048722,0.000386763,0.019666297
74,1,0.048722,0.000386762,0.019666277
75,1,0.048721,0.000386773,0.019666536
76,1,0.048722,0.000386769,0.019666432
77,1,0.048722,0.000386768,0.019666415
78,1,0.048722,0.000386781,0.01966675
79,1,0.048721,0.000386759,0.019666193
80,1,0.048723,0.00038678,0.019666733
81,1,0.048722,0.000386753,0.01966604
82,1,0.048721,0.000386759,0.019666193
83,1,0.048722,0.000386786,0.019666884
84,1,0.048722,0.000386798,0.019667188
85,1,0.048723,0.000386784,0.019666828
86,1,0.048723,0.000386782,0.019666769
87,1,0.048722,0.000386766,0.019666368
88,1,0.048723,0.000386788,0.019666934
89,1,0.048722,0.000386756,0.019666106
90,1,0.048723,0.000386807,0.019667409
91,1,0.048722,0.000386826,0.019667903
92,1,0.048723,0.00038676,0.019666223
93,1,0.048723,0.000386777,0.019666644
94,1,0.048723,0.000386756,0.019666117
95,1,0.048723,0.000386777,0.019666655
96,1,0.048723,0.000386775,0.019666603
97,1,0.048723,0.000386769,0.019666432
98,1,0.048722,0.000386764,0.019666327
99,1,0.048721,0.000386746,0.019665862
100,1,0.048723,0.000386773,0.019666549
