-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.04,41.3,423.751862,20.5852337
2,0.069,34.633,396.331879,19.9080849
3,0.1,28.554,342.984131,18.5198307
4,0.12,23.104,278.640656,16.6925335
5,0.14,18.413,215.725037,14.6875811
6,0.15,14.793,156.014114,12.4905615
7,0.18,11.82,108.588417,10.420577
8,0.23,9.6115,73.8556366,8.59393024
9,0.26,7.7941,50.7634048,7.12484407
10,0.26,6.3932,34.2483063,5.85220528
11,0.3,5.0043,22.110796,4.70221186
12,0.37,4.0673,15.2764549,3.90851068
13,0.43,3.4565,10.7809544,3.2834363
14,0.48,3.1028,8.97699833,2.99616385
15,0.48,3.0394,8.937397,2.98954797
16,0.46,3.1395,9.43486118,3.07162189
17,0.54,2.8134,8.40397167,2.89896035
18,0.57,2.4728,7.24348783,2.69137287
19,0.62,2.1875,5.15755415,2.27102494
20,0.62,2.1535,5.14307261,2.26783442
21,0.61,2.0452,4.39658833,2.09680414
22,0.61,2.1196,5.45050383,2.33463144
23,0.65,2.0516,4.77926683,2.18615341
24,0.65,1.9334,3.61712432,1.90187395
25,0.67,1.9661,4.81053591,2.19329333
26,0.65,2.0632,4.88005829,2.20908546
27,0.63,2.1159,5.37317848,2.31801176
28,0.64,2.1465,5.96478367,2.44229078
29,0.63,2.1556,5.74225187,2.3962996
30,0.62,2.0012,4.98974943,2.23377466
31,0.64,1.977,5.22457552,2.28573298
32,0.63,1.905,4.26633024,2.0655098
33,0.65,1.8633,4.23299599,2.05742455
34,0.66,1.8011,3.70915508,1.92591667
35,0.66,1.8589,4.23580074,2.05810618
36,0.66,1.882,4.36509514,2.08928108
37,0.65,1.8887,4.02444553,2.00610209
38,0.66,1.8524,3.8321538,1.95758879
39,0.64,1.9674,4.49217463,2.11947513
40,0.62,1.9638,4.20835686,2.05142808
41,0.63,1.9433,4.27077579,2.06658554
42,0.63,1.9444,4.03645515,2.00909305
43,0.65,1.8989,3.84523678,1.96092749
44,0.66,1.8845,3.90795231,1.97685409
45,0.65,1.9082,4.12221432,2.03032374
46,0.65,1.8655,3.74845195,1.9360919
47,0.63,1.9105,4.17142344,2.04240632
48,0.65,1.8755,4.01050901,2.00262547
49,0.64,1.8415,3.68794823,1.92040312
50,0.63,1.8636,3.79038095,1.94689012
51,0.65,1.8513,3.90090466,1.97507083
52,0.62,1.9126,4.00797939,2.00199389
53,0.64,1.9056,4.12346172,2.03063083
54,0.63,1.9008,3.94678521,1.98665178
55,0.62,1.8807,3.88203716,1.97028863
56,0.63,1.9176,4.03227854,2.0080533
57,0.65,1.8867,3.89592695,1.9738102
58,0.65,1.8586,3.9053123,1.97618628
59,0.65,1.8736,4.02045774,2.00510788
60,0.65,1.8399,3.9392364,1.98475099
61,0.65,1.8615,4.13184547,2.0326941
62,0.63,1.8788,4.05644274,2.01406121
63,0.65,1.8551,3.96040654,1.99007702
64,0.66,1.8112,3.81214404,1.95247126
65,0.64,1.8503,3.8825767,1.97042549
66,0.64,1.8609,3.97449183,1.99361277
67,0.63,1.8558,4.03186083,2.00794935
68,0.65,1.8373,3.93927264,1.98476005
69,0.66,1.8443,4.19422007,2.04797959
70,0.65,1.8599,4.16032267,2.03968692
71,0.66,1.8603,4.16465425,2.04074836
72,0.65,1.8782,4.08074617,2.02008557
73,0.65,1.8066,3.86544371,1.96607316
74,0.67,1.8164,3.94562888,1.98636079
75,0.65,1.8389,3.95738244,1.98931706
76,0.65,1.8243,3.93902898,1.98469877
77,0.66,1.8125,3.73057079,1.93146861
78,0.67,1.8181,3.93603206,1.98394358
79,0.67,1.8101,3.83566427,1.95848513
80,0.65,1.8483,4.0191226,2.00477505
81,0.67,1.8271,3.96142006,1.99033165
82,0.66,1.8077,3.97114277,1.99277258
83,0.65,1.8196,3.82677603,1.95621467
84,0.65,1.8014,3.88165545,1.97019172
85,0.66,1.8225,3.82316351,1.95529115
86,0.66,1.8349,4.13668633,2.03388453
87,0.65,1.8148,3.92166901,1.98032045
88,0.65,1.8105,3.89634967,1.97391737
89,0.65,1.8033,3.86516786,1.96600306
90,0.66,1.8243,4.04542494,2.01132417
91,0.66,1.8585,4.23284101,2.05738688
92,0.66,1.8432,4.26739597,2.06576777
93,0.65,1.8059,3.74074078,1.93409944
94,0.67,1.8104,3.89023089,1.97236681
95,0.65,1.7842,3.56240773,1.88743412
96,0.65,1.853,4.11094618,2.02754688
97,0.67,1.7946,4.14558792,2.03607178
98,0.65,1.8303,3.92441559,1.98101377
99,0.66,1.8408,4.18040037,2.04460287
100,0.65,1.7713,3.52612758,1.87779868
101,0.66,1.8472,4.12624359,2.03131557
102,0.66,1.7814,3.7506206,1.93665195
103,0.67,1.7848,3.70612836,1.92513072
104,0.67,1.8497,4.29608345,2.07269955
105,0.66,1.8063,3.88147306,1.97014546
106,0.65,1.8342,3.96256065,1.99061811
107,0.66,1.8,3.97988605,1.9949652
108,0.66,1.8088,3.70573115,1.92502761
109,0.66,1.8373,4.21690798,2.05351114
110,0.66,1.7838,3.77524519,1.94299901
111,0.65,1.7969,3.76114249,1.93936646
112,0.65,1.802,3.89152241,1.97269416
113,0.67,1.8107,3.69372344,1.92190623
114,0.67,1.8274,4.23286581,2.05739307
115,0.66,1.7934,3.79639554,1.94843411
116,0.65,1.7997,3.84265924,1.96027017
117,0.66,1.8244,3.98789525,1.99697149
118,0.66,1.8348,4.15752029,2.0389998
119,0.66,1.8315,4.1079216,2.02680087
120,0.66,1.7732,3.77792192,1.94368768
,,,,
-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.029,41.632,405.081207,20.1266289
2,0.08,35.002,381.09671,19.521698
3,0.11,28.762,337.155792,18.3618031
4,0.12,23.206,275.15625,16.5878334
5,0.12,18.57,210.137009,14.4961033
6,0.13,14.882,149.008438,12.2069016
7,0.16,12.011,102.375145,10.1180601
8,0.22,9.6727,72.4261169,8.51035309
9,0.25,7.8321,53.0162621,7.28122663
10,0.29,6.2144,37.6261749,6.13401794
11,0.32,4.722,22.8267555,4.77773523
12,0.41,3.7091,13.0042467,3.60614014
13,0.47,3.1379,9.28996563,3.04794455
14,0.48,3.048,8.74025345,2.95639205
15,0.49,2.7852,7.53581667,2.74514413
16,0.52,2.6053,7.24986839,2.69255805
17,0.59,2.4895,6.52227926,2.55387521
18,0.59,2.3581,6.16621065,2.48318553
19,0.63,2.1867,5.99359274,2.44818163
20,0.6,2.2035,5.25619984,2.29264045
21,0.58,2.1808,5.14864063,2.26906157
