-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.038,38.439,433.268799,20.8151093
2,0.078,32.159,403.305573,20.0824699
3,0.096,26.786,344.39444,18.5578671
4,0.11,22.108,279.782745,16.7267075
5,0.12,18.087,219.501633,14.815587
6,0.15,14.951,165.134689,12.8504744
7,0.15,12.55,121.586952,11.0266476
8,0.19,10.341,91.923439,9.58767128
9,0.22,8.4805,68.6855469,8.28767395
10,0.29,6.5304,50.9756126,7.13972092
11,0.35,5.2252,36.8959427,6.07420301
12,0.36,4.602,28.1399002,5.30470562
13,0.39,4.4394,23.30723,4.8277564
14,0.39,4.5164,23.8348789,4.88209772
15,0.39,4.4058,21.4119568,4.62730551
16,0.42,4.1077,17.6480618,4.20095968
17,0.4,3.9456,15.0205231,3.87563205
18,0.42,3.754,13.6664486,3.69681597
19,0.41,3.4986,10.9834738,3.31413245
20,0.42,3.2867,8.98919964,2.99819922
21,0.43,3.1317,8.16973972,2.85827565
22,0.46,3.0617,7.88925171,2.80878115
23,0.46,2.9785,7.39821053,2.71996522
24,0.48,2.8584,6.61727953,2.57240725
25,0.48,2.9516,7.46688223,2.73255968
26,0.49,2.8165,6.73889112,2.59593749
27,0.5,2.7742,6.76371193,2.60071373
28,0.47,2.8842,7.22780943,2.68845868
29,0.49,2.8304,7.45761395,2.73086333
30,0.49,2.8154,7.11724472,2.6678164
31,0.51,2.7248,6.62672329,2.57424235
32,0.5,2.7097,6.34695292,2.51931596
33,0.49,2.745,6.48432732,2.54643416
34,0.5,2.6473,5.66250801,2.37960243
35,0.5,2.6248,5.69189262,2.38576865
36,0.49,2.6824,6.2549243,2.50098467
37,0.51,2.6017,5.85501194,2.41971326
38,0.5,2.668,6.41159725,2.53211331
39,0.52,2.5639,5.43377829,2.33104658
40,0.52,2.4732,4.92888498,2.22010922
41,0.54,2.2998,4.37102985,2.09070086
42,0.54,2.3152,4.55222082,2.13359332
43,0.54,2.3768,5.29659939,2.30143428
44,0.53,2.334,4.30434322,2.07469106
45,0.53,2.4376,5.20895958,2.28231454
46,0.52,2.3993,4.7677021,2.18350673
47,0.54,2.381,4.54074812,2.13090301
48,0.53,2.3931,4.9435997,2.22342062
49,0.53,2.3408,4.48952246,2.11884928
50,0.52,2.4026,4.75877619,2.18146205
51,0.51,2.4062,4.72107124,2.17280269
52,0.52,2.4109,4.78053617,2.18644381
53,0.52,2.3701,4.71024323,2.17030954
54,0.53,2.3943,4.65845299,2.15834498
55,0.52,2.4068,4.83504963,2.19887471
56,0.53,2.365,4.73904037,2.17693377
57,0.52,2.3573,4.61343765,2.14789152
58,0.53,2.3876,4.79635334,2.19005775
59,0.52,2.3926,4.70445347,2.16897511
60,0.52,2.4037,4.7375164,2.17658353
61,0.52,2.4019,4.80315638,2.19161034
62,0.52,2.3611,4.31519413,2.0773046
63,0.54,2.3543,4.60392427,2.14567566
64,0.52,2.3693,4.45869446,2.11156201
65,0.51,2.3688,4.51278448,2.12433147
66,0.52,2.4205,4.91255951,2.21642947
67,0.52,2.4076,4.62169504,2.14981294
68,0.52,2.4164,4.74939537,2.1793108
69,0.51,2.41,4.3876977,2.09468317
70,0.51,2.3781,4.44378233,2.10802817
71,0.52,2.3932,4.60246944,2.14533663
72,0.52,2.3737,4.45751095,2.11128187
73,0.53,2.3813,4.78913116,2.18840837
74,0.53,2.3504,4.581007,2.14032865
75,0.51,2.3765,4.78323507,2.18706083
76,0.52,2.3764,4.65052223,2.15650702
77,0.52,2.3747,4.64060402,2.15420628
78,0.54,2.3781,4.67066002,2.16117096
79,0.52,2.3981,4.6402173,2.15411639
80,0.52,2.3408,4.51604271,2.12509823
81,0.54,2.3316,4.5453949,2.13199329
82,0.53,2.3206,4.45826578,2.11146069
83,0.53,2.3486,4.44916153,2.10930347
84,0.52,2.3661,4.57630682,2.13923049
85,0.54,2.3612,4.64293718,2.15474749
86,0.54,2.3877,4.86024523,2.20459628
87,0.53,2.3492,4.6275034,2.15116334
88,0.52,2.3818,4.69445658,2.16666937
89,0.52,2.3911,4.7004981,2.16806316
