-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.093,34.528,375.016113,19.3653316
2,0.14,27.657,319.458557,17.8734035
3,0.19,21.306,252.60257,15.8934755
4,0.25,15.762,182.503555,13.509387
5,0.29,11.279,120.766266,10.9893703
6,0.41,7.7799,73.4721451,8.57158947
7,0.41,6.1708,41.0306778,6.40551949
8,0.39,5.7555,27.2384796,5.21904993
9,0.43,4.9748,21.2379799,4.60846806
10,0.51,3.5165,14.5482559,3.81421757
11,0.65,2.5235,12.4507399,3.52856064
12,0.79,1.4003,6.16167879,2.48227286
13,0.9,0.8314,2.90512085,1.70444155
14,0.91,1.1553,7.63659906,2.76343966
15,0.83,1.6142,11.3413038,3.36768508
16,0.84,1.3591,9.47507954,3.07816172
17,0.9,0.72004,4.03766537,2.00939417
18,0.96,0.36469,2.42472696,1.55715346
19,0.99,0.13842,0.373107255,0.610825062
20,1,0.068226,0.040672962,0.201675385
21,1,0.041466,0.010455343,0.102251373
22,0.99,0.081885,0.422002375,0.649617076
23,1,0.038643,0.016140956,0.127047062
24,1,0.029033,0.000243688,0.015610506
25,1,0.028531,0.000168826,0.012993312
26,1,0.028506,0.000167145,0.012928445
27,1,0.028504,0.000167061,0.012925193
28,1,0.028505,0.000167087,0.012926203
29,1,0.028504,0.000167052,0.012924878
30,1,0.028504,0.000167056,0.012925022
31,1,0.028505,0.000167082,0.012926037
32,1,0.028504,0.000167061,0.012925199
33,1,0.028504,0.000167071,0.012925591
34,1,0.028504,0.000167057,0.012925071
35,1,0.028505,0.000167066,0.012925403
36,1,0.028506,0.000167032,0.012924074
37,1,0.028505,0.000167064,0.012925343
38,1,0.028504,0.000167079,0.012925911
39,1,0.028504,0.000167074,0.012925715
40,1,0.028504,0.000167057,0.01292506
41,1,0.028505,0.000167062,0.012925259
42,1,0.028506,0.000167057,0.012925069
43,1,0.028503,0.000167049,0.012924724
44,1,0.028506,0.000167051,0.012924807
45,1,0.028504,0.000167069,0.012925522
46,1,0.028505,0.000167067,0.01292543
47,1,0.028504,0.000167052,0.012924875
48,1,0.028504,0.000167068,0.012925474
49,1,0.028503,0.000167071,0.012925587
50,1,0.028503,0.000167039,0.012924354
51,1,0.028505,0.000167059,0.012925141
52,1,0.028503,0.000167062,0.012925251
53,1,0.028503,0.000167057,0.012925068
54,1,0.028505,0.000167041,0.012924422
55,1,0.028504,0.000167048,0.012924713
56,1,0.028504,0.000167033,0.012924133
57,1,0.028505,0.000167045,0.012924579
58,1,0.028504,0.000167086,0.01292618
59,1,0.028506,0.000167069,0.012925522
60,1,0.028506,0.000167074,0.012925719
61,1,0.028505,0.000167014,0.012923394
62,1,0.028505,0.000167043,0.012924522
63,1,0.028505,0.000167065,0.012925364
64,1,0.028504,0.000167085,0.012926118
65,1,0.028504,0.000167039,0.012924343
66,1,0.028504,0.000167088,0.012926244
67,1,0.028505,0.000167073,0.012925683
68,1,0.028504,0.000167061,0.012925223
69,1,0.028504,0.000167031,0.012924044
