-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.049,39.976,404.35379,20.108551
2,0.083,33.422,366.675781,19.1487808
3,0.11,27.305,315.314972,17.7571106
4,0.14,21.972,254.294724,15.9466209
5,0.13,17.552,194.322556,13.9399624
6,0.16,14.21,138.072433,11.7504225
7,0.15,11.719,94.6525269,9.72895336
8,0.19,9.7022,65.8529282,8.11498165
9,0.23,7.8718,47.4959679,6.89173174
10,0.28,6.1919,34.704464,5.89104939
11,0.36,4.6259,21.2820873,4.61325121
12,0.43,3.7445,14.3407879,3.78692317
13,0.47,3.5238,12.6805878,3.56098127
14,0.5,3.4539,13.9208908,3.731071
15,0.48,3.6299,15.9167557,3.98958087
16,0.47,3.8054,16.024826,4.00310183
17,0.44,3.692,13.7584009,3.70923185
18,0.47,3.4125,11.6711597,3.41630793
19,0.46,3.1886,10.141757,3.18461251
20,0.47,2.8259,7.5436964,2.74657893
21,0.5,2.6981,6.7350626,2.59520006
22,0.52,2.4861,5.33504438,2.30977154
23,0.55,2.4503,5.80698347,2.40976834
24,0.55,2.5935,6.47654057,2.54490495
25,0.56,2.4133,5.82470703,2.41344309
26,0.54,2.5195,5.98804855,2.4470489
27,0.55,2.4257,5.68066263,2.38341403
28,0.55,2.2248,4.75320148,2.18018389
29,0.57,2.2323,4.97164202,2.22971797
30,0.55,2.1443,4.19378948,2.04787421
31,0.56,2.1367,4.65278196,2.15703082
32,0.57,2.2034,4.83948231,2.19988227
33,0.56,2.259,4.98108816,2.23183513
34,0.57,2.1461,4.29240465,2.07181191
35,0.56,2.1777,4.40080595,2.09780979
36,0.58,2.1425,4.09128952,2.02269363
37,0.56,2.1178,3.98623538,1.99655592
38,0.56,2.1245,4.20003223,2.04939795
39,0.57,2.1166,4.34302235,2.083992
40,0.58,2.0931,4.11655474,2.02892947
41,0.57,2.102,4.08295965,2.02063346
42,0.58,2.0964,4.03585434,2.00894356
43,0.57,2.0692,3.73425102,1.93242109
44,0.58,2.0366,3.69249678,1.92158699
45,0.59,2.0342,3.76063991,1.93923688
46,0.57,2.0087,3.57192755,1.88995433
47,0.58,2.0209,3.7182219,1.92826915
48,0.59,2.0435,3.60157752,1.89778221
49,0.59,1.9898,3.45767426,1.85948229
50,0.58,2.0299,3.56065631,1.88697016
51,0.59,1.9993,3.36431026,1.83420563
52,0.58,1.9517,3.29351306,1.81480384
53,0.58,2.0066,3.42138267,1.84969795
54,0.57,2.0393,3.41493273,1.84795368
55,0.57,2.0664,3.53996515,1.8814795
56,0.57,2.0778,3.638165,1.90739751
57,0.57,2.0359,3.54333472,1.88237476
58,0.56,2.0651,3.50635242,1.87252569
59,0.57,2.0047,3.53220487,1.87941611
60,0.6,2.0137,3.52733731,1.87812066
61,0.57,2.0244,3.66086268,1.91333807
62,0.61,1.9629,3.28983712,1.8137908
63,0.58,2.0169,3.45088363,1.85765541
64,0.58,2.0194,3.58260012,1.89277577
65,0.59,2.0086,3.44401288,1.85580516
66,0.58,2.0146,3.51962209,1.87606561
67,0.59,1.978,3.29468679,1.81512725
68,0.59,1.9845,3.28723407,1.81307316
69,0.59,1.9845,3.39671731,1.84301853
70,0.59,1.9799,3.32840824,1.82439256
71,0.57,2.0414,3.30053687,1.81673801
72,0.56,2.0498,3.39626527,1.84289587
73,0.57,2.0581,3.69127822,1.92127001
74,0.57,2.0449,3.72048926,1.92885697
75,0.58,2.0215,3.46847916,1.86238539
76,0.57,2.0152,3.31076503,1.81955075
77,0.58,2.0087,3.4736042,1.86376071
78,0.58,2.029,3.55283642,1.88489687
79,0.59,1.9919,3.28032541,1.81116688
80,0.6,1.9808,3.45775962,1.85950518
81,0.57,2.0452,3.52036381,1.87626326
82,0.57,2.0354,3.46054649,1.86025441
83,0.59,2.0142,3.60645795,1.89906764
84,0.59,2.0097,3.3584075,1.83259583
85,0.59,1.9934,3.35276031,1.83105445
86,0.57,1.9985,3.23529267,1.79869199
87,0.59,1.974,3.25808215,1.8050158
88,0.57,2.0077,3.39336729,1.84210944
89,0.58,2.0302,3.2398212,1.79995036
90,0.58,2.0493,3.55141377,1.88451946
91,0.58,2.0541,3.60885811,1.89969945
92,0.58,2.0183,3.45419025,1.85854518
93,0.6,2.02,3.51303864,1.87431026
94,0.57,1.9829,3.25853252,1.80514061
95,0.59,2.0014,3.53813434,1.88099289
96,0.59,2.0136,3.49083877,1.86837864
97,0.59,1.9715,3.29325175,1.81473184
98,0.58,2.0377,3.7467227,1.93564522
99,0.56,2.0909,3.94077134,1.98513758
100,0.58,1.9961,3.35817218,1.83253157
101,0.59,2.0121,3.48726583,1.86742222
102,0.59,1.9524,3.15414977,1.77599263
103,0.58,1.9901,3.40041637,1.8440218
104,0.6,1.9961,3.45925021,1.85990596
105,0.57,2.0092,3.35487294,1.83163118
106,0.58,2.0426,3.50007057,1.87084758
107,0.57,2.0458,3.67506003,1.91704464
108,0.57,2.0642,3.542063,1.88203692
109,0.58,2.0517,3.72188354,1.92921841
110,0.57,2.0421,3.50996137,1.87348902
111,0.61,1.9793,3.42857647,1.85164154
112,0.57,2.0046,3.49373984,1.86915481
113,0.59,2.022,3.52886271,1.87852681
114,0.57,2.008,3.51961279,1.87606311
115,0.58,1.9819,3.43573117,1.85357249
116,0.6,2.0321,3.77057242,1.94179618
117,0.57,2.0385,3.55562687,1.88563704
118,0.6,2.0185,3.46560907,1.86161458
119,0.58,1.9868,3.31411862,1.82047212
120,0.59,1.969,3.27068543,1.80850363
,,,,
-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.046,37.917,478.807678,21.8816738
2,0.11,31.325,438.204895,20.9333439
3,0.13,25.45,373.354645,19.3223877
4,0.13,20.64,290.675446,17.0492058
5,0.16,16.65,219.065414,14.8008585
6,0.17,13.641,157.755829,12.5600882
7,0.21,11.402,111.261856,10.5480738
8,0.21,9.592,77.4633026,8.80132389
9,0.28,7.6263,55.0872574,7.42207909
10,0.34,5.8635,37.7803154,6.14656925
11,0.39,4.6364,25.5463409,5.05433893
12,0.44,3.8712,18.7329445,4.32815742
13,0.5,3.487,15.9051809,3.98812985
14,0.46,3.8507,17.4466839,4.1769228
15,0.47,3.6504,17.6473827,4.20087862
16,0.5,3.4615,16.48773,4.06050873
17,0.49,3.3834,13.8404531,3.72027588
18,0.49,3.1853,12.3315725,3.51163387
19,0.49,3.0403,10.7203884,3.27420044
20,0.5,2.7297,7.73342752,2.78090405
21,0.54,2.5063,6.11742973,2.47334385
22,0.54,2.3918,5.39003229,2.32164431
23,0.53,2.4235,5.16547489,2.27276802
24,0.56,2.2632,4.54787016,2.1325736
25,0.59,2.3338,6.02942801,2.4554894
26,0.56,2.3165,5.46247721,2.33719444
27,0.59,2.1897,5.18979645,2.27811241
28,0.57,2.0695,4.11090183,2.02753592
29,0.6,1.977,3.92611122,1.98144174
30,0.59,1.9583,3.87967777,1.96968985
31,0.61,1.898,3.42822719,1.85154724
32,0.59,2.0396,4.33609295,2.0823288
33,0.6,2.0018,4.04521418,2.01127172
34,0.6,1.9837,3.69153881,1.92133772
35,0.61,1.9447,3.46210313,1.86067271
36,0.61,1.9638,3.68575263,1.9198314
37,0.58,2.0008,3.58928776,1.8945415
38,0.62,1.9793,3.56980801,1.88939357
39,0.59,1.9468,3.29663062,1.81566262
40,0.62,1.8833,3.25149369,1.80318987
41,0.61,1.9306,3.3337326,1.8258512
42,0.6,1.9166,3.33664846,1.82664955
43,0.59,1.9898,3.72370362,1.92969
44,0.61,1.9163,3.33690667,1.82672024
45,0.61,1.9131,3.40432572,1.84508145
46,0.6,1.8978,3.33394599,1.82590961
47,0.6,1.8729,3.16547918,1.77917933
48,0.62,1.8768,3.22403884,1.79556084
49,0.61,1.8384,3.06119943,1.74962842
50,0.62,1.8594,3.24754,1.80209327
51,0.61,1.8858,3.17257881,1.78117347
52,0.59,1.9125,3.2104795,1.79178107
53,0.61,1.9469,3.4567225,1.85922635
54,0.59,1.9182,3.29134059,1.81420529
55,0.61,1.8738,3.32508278,1.82348096
56,0.6,1.8803,2.95038962,1.71766984
57,0.59,1.8991,3.0072155,1.73413253
58,0.61,1.8985,3.17291093,1.78126669
59,0.6,1.9362,3.29941487,1.81642914
60,0.6,1.9329,3.44047713,1.85485232
61,0.58,1.9691,3.42525983,1.8507458
62,0.59,1.9626,3.41196966,1.84715176
63,0.63,1.8964,3.29805326,1.81605434
64,0.61,1.8709,3.04925489,1.74621153
65,0.62,1.8429,3.09355378,1.7588501
66,0.62,1.837,2.94935822,1.71736956
67,0.61,1.8397,2.9850781,1.7277379
68,0.63,1.8643,2.99677515,1.73111963
69,0.6,1.9072,3.22298598,1.79526758
70,0.61,1.9288,3.26699662,1.80748355
71,0.6,1.9498,3.35789108,1.83245492
72,0.59,1.9466,3.24059534,1.80016541
73,0.62,1.8687,3.101156,1.76100993
74,0.61,1.8581,2.88487005,1.6984905
75,0.61,1.9174,3.19549203,1.78759396
76,0.59,1.9511,3.23179555,1.79771948
77,0.57,1.9599,3.24109721,1.80030477
78,0.59,1.9698,3.43781447,1.85413444
79,0.61,1.9241,3.28937531,1.81366348
80,0.6,1.92,3.24322891,1.80089676
81,0.61,1.899,3.26152515,1.80596924
82,0.6,1.9029,3.23101377,1.79750216
83,0.61,1.8798,3.10864925,1.76313615
84,0.61,1.8442,3.09761977,1.76000559
85,0.6,1.9145,3.19148207,1.78647196
86,0.6,1.9396,3.36053181,1.8331753
87,0.59,1.977,3.37020659,1.83581221
88,0.59,1.9721,3.43240094,1.85267401
89,0.6,1.9123,3.12659955,1.76821935
90,0.59,1.8826,2.9332552,1.71267486
91,0.6,1.9244,3.16422987,1.77882826
92,0.61,1.9304,3.24986744,1.8027389
93,0.61,1.9226,3.10895586,1.76322317
