-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.08,38.809,484.353729,22.0080376
2,0.15,31.806,423.271393,20.5735607
3,0.18,25.254,347.684967,18.6463127
4,0.23,19.185,273.075745,16.5250034
5,0.34,13.961,195.681549,13.9886217
6,0.42,9.795,124.128502,11.1412973
7,0.45,6.749,71.2143173,8.43885708
8,0.43,5.1759,37.6324043,6.13452578
9,0.41,4.3108,19.8799171,4.45869017
10,0.43,3.7408,13.8945732,3.72754264
11,0.48,3.1866,10.002883,3.16273332
12,0.55,2.8287,11.0486832,3.32395601
13,0.66,2.1538,5.68737221,2.38482118
14,0.61,1.9723,4.43882942,2.10685301
15,0.67,1.6821,3.66280818,1.91384649
16,0.73,1.5555,2.98590517,1.72797716
17,0.69,1.4573,2.12192488,1.45668292
18,0.71,1.878,7.08637428,2.6620245
19,0.69,1.4592,2.2955339,1.51510191
20,0.73,1.1964,1.16054904,1.07728779
21,0.77,1.139,1.33141398,1.15386915
22,0.75,1.2174,1.31501615,1.14674151
23,0.77,1.15,1.11622727,1.05651653
24,0.77,1.1827,1.04545271,1.02247381
25,0.8,1.1291,1.06859934,1.03373075
26,0.79,1.1616,1.16622806,1.07992041
27,0.76,1.287,1.36915052,1.17010713
28,0.77,1.2363,1.43807101,1.19919598
29,0.78,1.1322,1.30079961,1.14052606
30,0.8,1.0979,1.18239605,1.08738041
31,0.81,1.0909,1.06054211,1.02982628
32,0.75,1.1815,1.21820641,1.10372388
33,0.79,1.1707,1.20805526,1.09911573
34,0.77,1.1398,1.05444813,1.02686322
35,0.8,1.1289,1.06160843,1.03034389
36,0.78,1.1685,1.08473778,1.04150748
37,0.77,1.1678,1.14971972,1.07224989
38,0.74,1.2597,1.2887975,1.13525224
39,0.75,1.2126,1.32942677,1.15300763
40,0.8,1.1126,1.03417921,1.01694608
41,0.78,1.0953,1.05881858,1.02898908
42,0.79,1.0914,1.13011551,1.06306899
43,0.76,1.215,1.38865411,1.17841172
44,0.76,1.1408,1.0948683,1.04635954
45,0.8,1.1291,0.991328895,0.995655
46,0.81,1.1005,1.02341998,1.01164222
47,0.74,1.1445,0.995923996,0.997959912
48,0.74,1.2691,1.24064791,1.1138438
49,0.76,1.2214,1.17715418,1.08496737
50,0.76,1.1761,1.24025345,1.11366665
51,0.8,1.0757,1.16118634,1.07758355
52,0.77,1.1022,1.01272738,1.0063436
53,0.81,1.1394,1.27479506,1.12906826
54,0.77,1.1549,1.04698777,1.02322423
55,0.75,1.1618,1.18423069,1.0882237
56,0.79,1.1795,1.08296072,1.04065394
57,0.77,1.1551,0.960525572,0.980064034
58,0.75,1.2388,1.13767886,1.06662023
59,0.74,1.2461,1.19637668,1.09379005
60,0.76,1.1845,1.12379801,1.0600934
61,0.77,1.2032,1.32171094,1.14965689
62,0.78,1.1563,1.16244543,1.07816768
63,0.82,1.0903,1.00602758,1.00300932
64,0.77,1.1486,1.10866523,1.05293179
65,0.78,1.1343,1.19192195,1.09175181
66,0.77,1.2005,1.18866408,1.09025872
67,0.78,1.1718,1.15642047,1.07536995
68,0.81,1.1769,0.966537833,0.983126581
69,0.72,1.2471,1.24314404,1.11496365
