-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.024,43.181,395.70282,19.8922806
2,0.052,36.051,370.271759,19.2424469
3,0.08,29.248,327.690186,18.1022148
4,0.13,23.129,271.304993,16.4713383
5,0.13,17.97,204.903931,14.3144655
6,0.16,13.813,142.071609,11.9193792
7,0.18,10.679,90.8061523,9.5292263
8,0.2,8.6283,55.3344917,7.43871593
9,0.27,7.024,36.3426933,6.02849007
10,0.33,5.4251,25.5459785,5.05430269
11,0.38,4.0678,16.1186848,4.01480818
12,0.46,3.2879,10.202075,3.19406867
13,0.47,2.9069,7.87960291,2.8070631
14,0.59,2.4139,6.54742193,2.55879307
15,0.6,2.6691,9.83946323,3.13679171
16,0.61,2.3523,7.37449646,2.7156024
17,0.62,2.4154,7.85192776,2.80212903
18,0.59,2.2555,6.53463745,2.55629373
19,0.64,2.1202,6.72539616,2.59333682
20,0.64,2.1278,6.29086113,2.50815892
21,0.62,2.0924,5.55923986,2.35780406
22,0.67,1.782,3.54323387,1.88234794
23,0.69,1.7279,3.63386774,1.90627062
24,0.69,1.6841,3.37254763,1.83644974
25,0.72,1.7018,3.84882402,1.96184206
26,0.71,1.6438,3.3175087,1.82140303
27,0.7,1.6957,3.92978692,1.98236907
28,0.7,1.6243,3.17576241,1.78206694
29,0.67,1.6389,3.19164729,1.78651822
30,0.66,1.7661,3.83778787,1.95902729
31,0.69,1.656,3.18286443,1.78405845
32,0.7,1.5536,2.62725997,1.62088251
33,0.71,1.5441,2.71602511,1.64803672
34,0.7,1.5535,3.01516223,1.7364223
35,0.68,1.5199,2.50175238,1.58169281
36,0.7,1.5521,2.862885,1.69200623
37,0.69,1.5921,2.7796278,1.66722155
38,0.67,1.6596,3.40931821,1.84643388
39,0.67,1.7004,3.42480874,1.85062385
40,0.67,1.664,3.34419775,1.82871473
41,0.69,1.629,3.11114359,1.76384342
42,0.68,1.6243,3.08620191,1.75675893
43,0.69,1.5745,2.92376423,1.70990181
44,0.7,1.5588,2.9055562,1.70456922
45,0.7,1.5706,2.76413274,1.66256809
46,0.7,1.5604,2.81084061,1.67655623
47,0.69,1.6066,2.8657918,1.69286489
48,0.68,1.6677,3.21606326,1.79333854
49,0.71,1.6363,3.13946152,1.77185249
50,0.68,1.671,2.92925024,1.71150529
51,0.68,1.6208,3.05749941,1.74857068
52,0.69,1.624,2.89035559,1.70010459
53,0.68,1.5805,2.74031949,1.6553911
54,0.7,1.5671,2.84665751,1.687204
55,0.68,1.5977,2.86863875,1.69370568
56,0.7,1.5871,3.12660789,1.76822174
57,0.69,1.6042,3.12237334,1.76702392
58,0.71,1.5596,2.87914705,1.696805
59,0.69,1.5625,2.65497065,1.629408
60,0.69,1.5513,2.6691215,1.6337446
61,0.7,1.6114,2.81792498,1.67866755
62,0.67,1.6129,2.7623198,1.66202283
63,0.68,1.6602,3.22493339,1.79580998
64,0.68,1.6961,3.48233891,1.86610258
65,0.68,1.6253,2.98191738,1.72682285
66,0.69,1.6204,3.35803318,1.83249366
67,0.7,1.5781,3.12925982,1.76897144
68,0.69,1.5176,2.65802217,1.63034415
69,0.7,1.585,2.86876702,1.69374347
70,0.7,1.5591,2.87300754,1.69499481
71,0.68,1.6466,3.47245336,1.86345196
72,0.68,1.6515,3.36791086,1.83518684
73,0.68,1.6413,3.07329583,1.7530818
74,0.66,1.6263,2.8379879,1.6846329
75,0.68,1.6112,2.9933455,1.73012877
76,0.68,1.5988,2.82185602,1.67983806
77,0.7,1.5955,3.22476697,1.79576361
