-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.033,39.661,400.241058,20.0060253
2,0.073,32.794,370.598602,19.2509365
3,0.1,26.443,321.519379,17.9309616
4,0.13,20.953,255.895706,15.9967403
5,0.15,16.336,185.568085,13.6223373
6,0.16,12.871,126.242378,11.2357635
7,0.2,10.333,83.7233429,9.15004635
8,0.24,8.4268,56.4917793,7.51610136
9,0.29,6.7274,40.0463829,6.32822132
10,0.32,5.3412,26.7565899,5.17267704
11,0.34,4.3216,17.5351276,4.18749666
12,0.43,3.3793,11.0279379,3.32083392
13,0.5,2.8053,8.13918686,2.85292602
14,0.53,2.6277,7.18396187,2.68029141
15,0.54,2.7061,7.77337885,2.78807807
16,0.56,2.6163,7.01707935,2.64897704
17,0.57,2.4594,6.48873234,2.54729891
18,0.59,2.352,6.8009634,2.60786557
19,0.6,2.1379,5.11442232,2.26150894
20,0.63,2.0749,5.29002523,2.30000544
21,0.61,2.1435,4.84374857,2.20085168
22,0.64,2.0111,4.50974417,2.12361574
23,0.62,2.039,4.50895929,2.12343097
24,0.67,1.8408,3.649822,1.9104507
25,0.67,1.8184,3.62920475,1.90504718
26,0.67,2.0473,5.29130936,2.30028462
27,0.68,1.8808,4.73075485,2.17502999
28,0.68,1.9734,5.35302925,2.31366134
29,0.63,1.9938,4.61303997,2.14779878
30,0.64,1.9423,4.70254278,2.16853476
31,0.62,2.1242,6.0987649,2.46956778
32,0.62,1.9819,4.79367018,2.18944526
33,0.65,1.9319,4.71120119,2.17053032
34,0.67,1.8708,4.492239,2.11949015
35,0.66,1.8674,4.30499744,2.07484865
36,0.67,1.7843,3.59077573,1.89493418
37,0.67,1.757,3.56498861,1.88811779
38,0.67,1.8113,3.43105555,1.8523109
39,0.64,1.9201,3.98501301,1.99624979
40,0.61,1.9643,4.21472454,2.05297947
41,0.6,1.993,4.24284267,2.05981612
42,0.63,1.9023,3.74031615,1.93398964
43,0.63,1.8875,3.53460193,1.88005364
44,0.66,1.8143,3.72392392,1.9297471
45,0.64,1.8137,3.53194857,1.87934792
46,0.67,1.6811,3.00346899,1.7330519
47,0.69,1.6564,3.05658674,1.74830973
48,0.67,1.7341,3.27775931,1.8104583
