-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.051,40.416,425.05722,20.6169167
2,0.067,34.154,384.265533,19.6026917
3,0.082,28.438,330.337494,18.1751881
4,0.098,23.48,270.447784,16.4452972
5,0.11,19.383,210.966537,14.5246868
6,0.12,16.092,158.378189,12.5848398
7,0.18,12.956,124.961502,11.1786184
8,0.2,10.633,94.9871292,9.7461338
9,0.24,8.3599,71.0145264,8.42701149
10,0.26,6.8704,49.5309258,7.03782129
11,0.29,5.656,31.9305077,5.65070868
12,0.33,4.8474,21.384407,4.62432766
13,0.36,4.254,15.5096378,3.93822765
14,0.37,3.9959,14.9467688,3.86610508
15,0.39,3.8614,14.8312798,3.85114002
16,0.43,3.5791,13.1259832,3.62297988
17,0.46,3.2842,12.0505333,3.47138786
18,0.5,2.9885,9.83339596,3.13582444
19,0.53,2.8297,8.77679157,2.96256495
20,0.54,2.6263,7.73160934,2.78057718
21,0.57,2.479,7.1767025,2.67893696
22,0.58,2.3612,6.29785252,2.50955224
23,0.57,2.3733,6.23583221,2.49716496
24,0.62,2.2775,5.41349745,2.32669234
25,0.58,2.3894,6.33333921,2.51661253
26,0.58,2.3889,6.21107435,2.49220276
27,0.6,2.2458,5.66160345,2.37941241
28,0.59,2.2831,6.36831045,2.52355123
29,0.6,2.2866,6.16598988,2.48314118
30,0.62,2.154,5.0523138,2.24773526
31,0.6,2.1717,4.81356335,2.19398355
32,0.61,2.2072,5.56509447,2.35904527
33,0.6,2.3397,6.3210187,2.51416373
34,0.58,2.3747,5.86534929,2.4218483
35,0.59,2.3214,5.20752144,2.28199959
36,0.58,2.4539,6.68543959,2.58562183
37,0.56,2.4104,6.31218052,2.5124054
38,0.57,2.3698,5.85589218,2.41989517
39,0.58,2.2726,5.14574146,2.2684226
40,0.58,2.3359,6.12361288,2.4745934
41,0.58,2.288,6.04795122,2.45925832
42,0.59,2.2875,5.74959087,2.39783049
43,0.61,2.2445,5.737216,2.39524865
44,0.6,2.204,5.35259628,2.31356788
45,0.61,2.2209,5.64940214,2.37684703
46,0.59,2.2176,5.21983957,2.28469682
47,0.61,2.1971,5.52664566,2.35088181
48,0.62,2.1878,5.54971457,2.35578322
49,0.62,2.1374,5.10840321,2.26017761
50,0.62,2.1176,5.02695704,2.2420876
51,0.61,2.0713,4.88492775,2.2101872
52,0.61,2.1282,5.04151773,2.24533248
53,0.6,2.1644,4.96243191,2.2276516
54,0.59,2.1962,5.14777994,2.26887202
55,0.6,2.1935,4.98961926,2.23374557
56,0.59,2.2895,5.6264329,2.37201023
57,0.59,2.1998,4.93967724,2.22253847
58,0.59,2.2382,5.24976158,2.29123592
59,0.57,2.2752,5.45419836,2.33542252
