-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.072,35.088,374.847748,19.3609848
2,0.12,28.686,332.508209,18.234808
3,0.15,23.247,264.299286,16.2572842
4,0.15,18.582,195.941299,13.9979038
5,0.16,14.966,133.390686,11.5494881
6,0.16,12.284,86.0981445,9.27890873
7,0.15,10.232,56.2208443,7.49805593
8,0.22,7.8927,39.2246819,6.26296091
9,0.34,5.7809,29.8855343,5.46676636
10,0.48,3.7057,19.0062008,4.35961008
11,0.57,2.5634,10.2753611,3.20552039
12,0.6,2.5607,10.0382423,3.16831851
13,0.6,2.9231,12.1961708,3.4923017
14,0.63,2.8946,13.084094,3.61719418
15,0.69,2.3309,10.4184504,3.22776246
16,0.75,1.9082,8.5627737,2.92622161
17,0.81,1.6205,7.38994455,2.7184453
18,0.83,1.4329,6.50489855,2.55047035
19,0.85,1.2991,5.31028938,2.3044064
20,0.83,1.6235,8.87921047,2.97980046
21,0.82,1.6134,8.76074219,2.95985508
22,0.84,1.554,9.24256611,3.04015899
23,0.88,1.0632,5.38940573,2.32150936
24,0.89,1.005,6.47832632,2.54525566
25,0.91,0.70561,3.83534861,1.95840466
26,0.95,0.40257,1.38952434,1.17878091
27,0.98,0.28244,0.847161651,0.920413852
28,0.98,0.29943,1.66737056,1.29126704
29,0.98,0.30296,1.76747143,1.32946289
30,0.98,0.272,1.51834416,1.23221111
31,0.98,0.25936,1.55940533,1.24876153
32,0.98,0.20421,0.974392116,0.987112999
33,0.99,0.10569,0.202742264,0.450269103
34,1,0.064208,0.021587243,0.146925971
35,1,0.080518,0.340192318,0.583260059
36,1,0.058452,0.049093537,0.221570611
37,1,0.047847,0.001228678,0.035052504
38,1,0.04656,0.000355064,0.01884315
39,1,0.046459,0.000340449,0.018451259
40,1,0.046453,0.000339757,0.018432487
41,1,0.046453,0.000339711,0.018431265
42,1,0.046453,0.000339733,0.018431852
43,1,0.046452,0.000339717,0.018431416
44,1,0.046453,0.000339702,0.018431017
45,1,0.046452,0.000339704,0.018431069
46,1,0.046453,0.000339696,0.018430851
