-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.015,42.755,442.518463,21.0361233
2,0.065,35.458,422.800323,20.562109
3,0.11,28.696,371.025604,19.2620239
4,0.16,22.666,299.064117,17.2934704
5,0.19,17.577,219.167328,14.8043013
6,0.19,13.631,145.089645,12.0453167
7,0.22,10.412,91.6375122,9.57274818
8,0.26,7.9452,55.3650093,7.44076681
9,0.35,5.9837,34.5649109,5.87919331
10,0.41,4.9424,24.0904255,4.90819979
11,0.4,4.0857,16.5798702,4.07183838
12,0.5,3.1008,9.73273849,3.11973381
13,0.53,2.6348,6.54011059,2.55736399
14,0.61,2.306,5.67356253,2.38192415
15,0.62,2.1131,5.1156702,2.26178479
16,0.69,1.7498,3.06228423,1.74993837
17,0.69,1.9462,5.05660629,2.24868989
18,0.62,2.0981,5.71740341,2.39110923
19,0.69,1.854,4.30760384,2.07547688
20,0.69,1.7237,3.84197259,1.96009505
21,0.69,1.7296,3.83507252,1.95833409
22,0.69,1.8018,4.43722439,2.10647202
23,0.69,1.6918,3.96796656,1.99197555
24,0.69,1.5201,2.83161759,1.68274105
25,0.69,1.569,2.88285565,1.69789743
26,0.71,1.5901,3.34390545,1.82863486
27,0.71,1.6631,3.47493386,1.8641175
28,0.68,1.7363,3.9649291,1.99121296
29,0.65,1.7665,3.98278666,1.99569201
30,0.65,1.7124,3.51967454,1.87607956
31,0.68,1.784,3.82116461,1.95477998
32,0.67,1.7295,3.79992557,1.94933975
33,0.69,1.6156,3.43479681,1.85332048
34,0.65,1.5973,2.76898837,1.66402781
35,0.69,1.5632,2.83570194,1.68395424
36,0.7,1.5413,2.88017917,1.6971091
37,0.7,1.5434,3.13174152,1.76967275
38,0.7,1.4821,2.56151843,1.60047448
39,0.69,1.523,2.8243928,1.68059301
40,0.72,1.531,3.09820962,1.7601732
41,0.7,1.5143,2.60093379,1.61274111
42,0.69,1.5705,3.00127602,1.73241913
43,0.7,1.557,2.75679469,1.66035974
44,0.69,1.4659,2.32159948,1.52367961
45,0.73,1.443,2.42442417,1.55705631
46,0.73,1.3669,2.09635472,1.44787931
47,0.74,1.3831,2.22127962,1.49039578
48,0.75,1.3564,2.25203419,1.50067782
49,0.73,1.3497,2.05641341,1.43402004
50,0.73,1.3785,2.08192873,1.44288898
51,0.73,1.3714,2.04530478,1.43014145
52,0.72,1.4251,2.05520225,1.43359768
53,0.7,1.501,2.49731874,1.58029079
54,0.69,1.5284,2.58080673,1.60648894
55,0.72,1.5572,3.00128675,1.73242223
56,0.71,1.4985,2.76913476,1.6640718
57,0.74,1.3885,2.30114436,1.51695228
58,0.74,1.3949,2.47052312,1.57178974
59,0.74,1.3774,2.33413696,1.52778828
60,0.75,1.3531,2.4029479,1.55014443
61,0.73,1.4324,2.48469138,1.57629037
62,0.71,1.4381,2.33603859,1.52841043
63,0.7,1.5011,2.85605073,1.68998539
64,0.7,1.5378,2.64983749,1.62783217
65,0.7,1.5071,2.68139768,1.63749743
66,0.7,1.4942,2.51984787,1.58740282
67,0.73,1.4441,2.39445829,1.54740369
68,0.71,1.4627,2.43169188,1.55938828
69,0.73,1.4434,2.72105336,1.64956152
70,0.74,1.3786,2.1298368,1.459396
71,0.74,1.3943,2.55814171,1.59941924
72,0.7,1.3741,2.05313492,1.43287647
73,0.73,1.4423,2.61431146,1.61688328
74,0.73,1.4483,2.39184046,1.54655766
75,0.73,1.4865,2.63726163,1.62396479
76,0.74,1.4605,2.54957795,1.59673977
77,0.72,1.3826,2.06317663,1.43637621
78,0.7,1.4645,2.80491567,1.67478824
79,0.73,1.4996,3.17615247,1.78217638
