-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.06,37.254,427.293732,20.6710835
2,0.15,30.067,381.670685,19.5363941
3,0.21,23.536,309.475555,17.591917
4,0.3,17.59,231.861343,15.2269945
5,0.35,12.741,152.702438,12.3572826
6,0.44,8.5889,89.2156601,9.44540405
7,0.43,6.2342,48.5373611,6.96687603
8,0.55,3.9873,25.5008965,5.04984093
9,0.6,3.2999,20.0679703,4.4797287
10,0.65,2.9701,19.0560131,4.36531925
11,0.69,2.5523,15.9856901,3.99821091
12,0.83,1.3716,7.19559288,2.68246031
13,0.88,0.71402,2.62539339,1.62030661
14,0.95,0.57926,3.64702821,1.90971947
15,0.94,0.70347,4.76978064,2.18398285
16,0.93,0.5633,4.10172081,2.02527046
17,0.94,0.52597,4.1216464,2.03018379
18,0.98,0.20213,0.974889219,0.987364769
19,1,0.043066,0.027752521,0.166590884
20,1,0.023285,0.000195652,0.013987551
21,1,0.022627,0.00013142,0.011463875
22,1,0.022615,0.000130819,0.011437599
23,1,0.022615,0.000130875,0.011440061
24,1,0.022615,0.000130828,0.011437994
25,1,0.022614,0.000130845,0.011438748
26,1,0.022613,0.000130837,0.011438409
27,1,0.022614,0.000130855,0.011439179
28,1,0.022615,0.000130815,0.011437441
29,1,0.022614,0.000130834,0.011438274
30,1,0.022614,0.000130872,0.011439943
31,1,0.022615,0.000130821,0.011437692
32,1,0.022614,0.000130883,0.011440428
33,1,0.022613,0.000130852,0.011439068
34,1,0.022613,0.000130817,0.011437511
35,1,0.022615,0.00013084,0.01143852
36,1,0.022615,0.000130825,0.011437895
37,1,0.022615,0.000130855,0.011439202
38,1,0.022616,0.000130851,0.01143901
39,1,0.022616,0.000130859,0.011439354
40,1,0.022615,0.000130847,0.011438828
41,1,0.022615,0.000130847,0.011438847
42,1,0.022615,0.00013083,0.011438112
43,1,0.022616,0.000130827,0.011437971
44,1,0.022615,0.000130861,0.011439459
45,1,0.022615,0.000130849,0.011438935
46,1,0.022615,0.000130868,0.011439751
47,1,0.022616,0.000130832,0.011438193
48,1,0.022616,0.000130838,0.011438438
49,1,0.022615,0.000130843,0.011438683
50,1,0.022614,0.000130847,0.011438835
51,1,0.022615,0.0001308,0.011436799
52,1,0.022615,0.00013084,0.011438532
53,1,0.022615,0.000130841,0.011438578
54,1,0.022616,0.000130868,0.011439757
55,1,0.022614,0.000130828,0.011438001
56,1,0.022615,0.000130835,0.011438327
57,1,0.022614,0.000130837,0.011438391
58,1,0.022615,0.000130831,0.011438134
59,1,0.022615,0.000130839,0.011438491
60,1,0.022614,0.000130843,0.011438642
61,1,0.022615,0.000130843,0.011438684
62,1,0.022615,0.000130847,0.011438835
63,1,0.022614,0.000130828,0.011437995
64,1,0.022616,0.0001308,0.011436787
65,1,0.022617,0.000130863,0.011439558
66,1,0.022614,0.000130822,0.011437757
67,1,0.022615,0.00013083,0.011438082
68,1,0.022615,0.000130854,0.01143915
69,1,0.022615,0.000130853,0.011439086
70,1,0.022616,0.000130811,0.01143726
71,1,0.022614,0.000130847,0.011438829
72,1,0.022615,0.000130853,0.011439109
73,1,0.022613,0.000130807,0.011437068
74,1,0.022616,0.000130872,0.011439949
75,1,0.022614,0.000130853,0.011439092
76,1,0.022615,0.000130858,0.01143933
77,1,0.022613,0.000130833,0.011438228
78,1,0.022615,0.000130829,0.01143803
79,1,0.022615,0.000130858,0.011439308
80,1,0.022616,0.000130828,0.011437994
81,1,0.022616,0.000130839,0.011438508
82,1,0.022616,0.000130843,0.011438684
83,1,0.022616,0.000130848,0.011438892
84,1,0.022616,0.000130845,0.011438754
85,1,0.022616,0.000130846,0.011438794
86,1,0.022615,0.000130865,0.011439635
87,1,0.022614,0.000130852,0.011439067
88,1,0.022616,0.000130858,0.011439312
89,1,0.022616,0.000130849,0.011438946
90,1,0.022615,0.000130825,0.011437884
91,1,0.022615,0.000130841,0.011438585
92,1,0.022614,0.000130828,0.011438023
93,1,0.022615,0.000130845,0.011438766
94,1,0.022614,0.000130827,0.011437971
95,1,0.022616,0.00013081,0.011437214
96,1,0.022614,0.000130842,0.011438635
97,1,0.022613,0.000130868,0.01143974
98,1,0.022616,0.000130861,0.011439448
99,1,0.022614,0.000130847,0.011438829
100,1,0.022615,0.000130859,0.011439366
101,1,0.022616,0.000130836,0.011438362
102,1,0.022614,0.000130864,0.011439576
103,1,0.022615,0.000130831,0.011438129
104,1,0.022615,0.00013085,0.011438957
105,1,0.022615,0.00013084,0.011438514
106,1,0.022615,0.000130807,0.011437091
107,1,0.022614,0.0001308,0.0114368
108,1,0.022614,0.000130854,0.011439162
109,1,0.022615,0.000130838,0.011438438
110,1,0.022616,0.000130824,0.011437848
111,1,0.022615,0.000130836,0.011438357
112,1,0.022615,0.000130837,0.01143838
113,1,0.022614,0.000130824,0.011437814
114,1,0.022614,0.000130829,0.01143807
115,1,0.022614,0.000130836,0.011438351
116,1,0.022614,0.000130877,0.011440154
117,1,0.022614,0.000130858,0.01143933
118,1,0.022615,0.000130855,0.011439185
119,1,0.022614,0.000130864,0.011439594
120,1,0.022614,0.000130849,0.011438945
,,,,
-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.1,33.038,436.337006,20.8886814
2,0.17,26.096,384.393219,19.6059494
3,0.27,19.925,307.990356,17.549654
4,0.34,14.669,223.720047,14.9572744
5,0.46,10.209,148.832169,12.1996784
6,0.5,7.2693,87.3166656,9.34433842
7,0.56,4.9113,45.1728668,6.72107649
8,0.59,3.5772,22.1640625,4.70787239
9,0.63,3.1388,17.216629,4.14929247
10,0.71,2.3456,13.3308773,3.65114737
11,0.73,1.9289,11.3363361,3.36694765
12,0.83,1.3939,9.27971458,3.0462625
13,0.89,0.81227,4.75540733,2.18068957
14,0.94,0.3965,1.79417038,1.33946645
15,0.99,0.16257,0.213026181,0.461547613
16,0.98,0.3236,3.03278446,1.74148917
17,0.97,0.22929,1.27361023,1.12854338
18,0.99,0.11571,0.529341161,0.727558315
19,1,0.029659,0.006301032,0.079379037
20,1,0.021698,0.000115949,0.010767942
21,1,0.021567,0.000108399,0.010411478
22,1,0.021566,0.000108338,0.010408535
23,1,0.021566,0.000108296,0.010406544
24,1,0.021564,0.000108295,0.010406488
25,1,0.021564,0.000108319,0.010407628
26,1,0.021565,0.000108286,0.010406062
27,1,0.021566,0.000108272,0.010405379
28,1,0.021565,0.000108304,0.010406927
29,1,0.021565,0.000108327,0.010408006
30,1,0.021564,0.000108324,0.010407883
31,1,0.021565,0.000108319,0.010407627
