-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.036,38.858,402.785858,20.0695248
2,0.068,32.626,371.495422,19.2742157
3,0.094,27.085,320.529816,17.903347
4,0.098,22.407,258.858917,16.0890923
5,0.1,18.699,198.849075,14.1013851
6,0.11,15.717,150.465805,12.2664499
7,0.15,12.974,117.577515,10.843317
8,0.17,10.966,90.1527863,9.49488258
9,0.25,8.3828,74.6975021,8.64277172
10,0.29,6.2603,49.7166061,7.0510006
11,0.33,5.2235,31.5277309,5.6149559
12,0.32,5.109,24.6521206,4.96509027
13,0.34,4.7647,19.4052448,4.40513849
14,0.38,4.3033,16.9240608,4.11388636
15,0.39,4.2434,17.3551235,4.16594791
16,0.39,4.2292,16.4834442,4.05998087
17,0.41,3.8935,13.9869242,3.73990965
18,0.42,3.5405,10.5993576,3.2556653
19,0.44,3.25,9.24647427,3.04080153
20,0.47,3.1151,9.4138422,3.06819868
21,0.48,3.0123,8.86985588,2.97823048
22,0.47,3.2015,9.85317135,3.1389761
23,0.44,3.3832,11.0264654,3.32061219
24,0.45,3.2678,9.95085621,3.15449762
25,0.45,3.1423,9.06655407,3.01107192
26,0.45,2.9543,7.31235886,2.70413733
27,0.48,2.8473,7.27834988,2.69784164
28,0.48,2.8395,6.77703285,2.60327363
29,0.5,2.6816,6.72543859,2.59334493
30,0.5,2.7937,7.01987648,2.6495049
31,0.5,2.8248,7.31576443,2.70476699
32,0.49,2.8889,7.52884912,2.74387479
33,0.48,2.8992,7.56978035,2.75132346
34,0.48,2.9725,7.71294689,2.7772193
35,0.46,2.9409,7.10756683,2.66600204
36,0.46,2.9249,6.84518051,2.61632967
37,0.5,2.7381,6.03917408,2.45747304
38,0.49,2.7402,6.15961123,2.48185635
39,0.5,2.7429,6.20945358,2.49187756
40,0.48,2.8212,6.85119772,2.61747932
41,0.49,2.6888,5.5616231,2.35830927
42,0.5,2.6448,5.79721832,2.40774131
43,0.5,2.6588,5.96462345,2.44225788
44,0.5,2.5285,4.89957905,2.21349931
45,0.5,2.556,5.21953392,2.28462982
46,0.51,2.5666,5.24846506,2.29095292
47,0.49,2.5841,5.26691914,2.29497695
48,0.53,2.4692,4.89600515,2.21269178
49,0.49,2.4873,4.82933474,2.19757485
50,0.51,2.4908,5.25364733,2.2920835
51,0.52,2.4427,4.85654736,2.20375752
52,0.51,2.5175,5.30864239,2.30404925
53,0.51,2.4981,5.43712759,2.33176494
54,0.51,2.5069,5.31417322,2.30524898
55,0.52,2.4958,5.31058311,2.3044703
56,0.51,2.4726,5.11452007,2.2615304
57,0.52,2.4378,4.92641878,2.21955371
58,0.51,2.4745,5.14458084,2.26816678
59,0.53,2.4638,5.22992325,2.28690243
60,0.52,2.4341,4.75885248,2.18147945
61,0.51,2.4423,4.88592911,2.21041369
62,0.53,2.4563,5.02166653,2.24090767
63,0.5,2.493,5.0298233,2.2427268
64,0.52,2.4821,5.09751415,2.25776744
65,0.52,2.4775,5.02550507,2.24176383
66,0.5,2.4727,4.72281313,2.17320347
67,0.52,2.4943,5.12774229,2.26445198
68,0.51,2.4585,4.93612337,2.22173882
69,0.53,2.4412,4.87076378,2.20698071
70,0.52,2.468,5.11808062,2.26231742
71,0.51,2.4401,4.81399727,2.19408226
72,0.54,2.4487,4.99476957,2.23489809
73,0.52,2.4693,5.19295597,2.27880573
74,0.51,2.4613,4.89537811,2.21255016
75,0.51,2.4718,5.08388424,2.25474691
76,0.51,2.4714,4.97958803,2.2314992
77,0.53,2.3871,4.66675854,2.16026807
78,0.52,2.4506,4.9220376,2.21856666
79,0.52,2.4036,4.74016333,2.1771915
80,0.52,2.4429,5.00450134,2.23707438
81,0.51,2.4544,5.21508074,2.28365517
82,0.54,2.3999,4.77474737,2.18511939
83,0.53,2.4325,5.01095867,2.23851705
84,0.51,2.4288,4.72811222,2.17442226
85,0.52,2.4381,4.79316473,2.18932962
86,0.52,2.4599,5.06915522,2.25147843
87,0.52,2.4307,4.66547012,2.15997005
88,0.51,2.4652,5.14586639,2.26845026
89,0.51,2.4384,4.91207552,2.21632028
90,0.53,2.4467,5.07692528,2.25320339
91,0.52,2.4591,4.93737125,2.22201967
92,0.52,2.4166,4.69812775,2.16751647
93,0.52,2.4101,4.7865448,2.18781734
94,0.52,2.4362,5.195858,2.27944255
95,0.52,2.4593,5.18625021,2.27733397
96,0.51,2.4374,4.92999792,2.2203598
97,0.52,2.396,4.77208662,2.18451071
98,0.52,2.4048,4.86031008,2.20461106
99,0.52,2.3882,4.79943275,2.19076085
100,0.53,2.4256,5.06704712,2.25101018
101,0.53,2.4236,4.9533987,2.22562313
102,0.52,2.4019,4.82321024,2.19618082
103,0.52,2.4213,4.91254854,2.21642709
104,0.52,2.4233,4.8736124,2.20762587
105,0.53,2.4191,4.90134048,2.21389723
106,0.52,2.452,4.85281181,2.20290971
107,0.52,2.436,4.9558363,2.22617078
108,0.52,2.4206,4.85900831,2.2043159
109,0.52,2.4132,4.81491661,2.19429183
110,0.54,2.4292,4.90908194,2.21564484
111,0.53,2.4324,5.09538841,2.2572968
112,0.53,2.3947,4.6435008,2.15487838
113,0.53,2.4359,5.08691835,2.25541973
114,0.52,2.4509,5.08763313,2.25557828
115,0.52,2.448,5.15465593,2.2703867
116,0.52,2.4299,4.96524715,2.22828341
117,0.52,2.3585,4.40866613,2.09968233
118,0.53,2.3957,4.90908909,2.21564651
119,0.53,2.4347,5.06350422,2.25022316
120,0.52,2.4256,4.87387419,2.20768523
,,,,
-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.038,39.472,443.195404,21.052206
2,0.076,33.282,406.432953,20.160183
3,0.098,27.613,350.888214,18.7320099
4,0.1,22.796,282.281647,16.801239
5,0.1,18.851,215.287888,14.6726923
6,0.14,15.53,160.55632,12.6710825
7,0.15,13.024,114.753548,10.7123079
8,0.18,10.626,85.7395706,9.25956631
9,0.27,7.9947,65.2591629,8.07831383
10,0.32,6.2166,45.0298729,6.71043015
11,0.31,5.2471,27.9436512,5.28617573
12,0.34,4.7459,20.4439888,4.52150297
13,0.36,4.6062,20.5214653,4.53006268
14,0.36,4.4827,20.9629974,4.57853651
15,0.38,4.3723,19.1700401,4.37836027
16,0.35,4.4594,17.7733917,4.21584988
17,0.39,4.0753,15.4566174,3.93149042
18,0.4,3.8711,13.6036358,3.68831062
19,0.42,3.5555,10.5758362,3.25205112
20,0.46,3.1791,8.4839077,2.91271472
21,0.47,2.9679,7.7289629,2.7801013
22,0.49,3.0166,7.51432037,2.7412262
23,0.48,3.0684,7.87932682,2.80701399
24,0.48,3.0393,8.17089176,2.85847712
25,0.49,2.9771,7.81383324,2.79532337
26,0.47,3.0075,7.94165754,2.81809473
27,0.47,2.9555,7.31948233,2.70545411
28,0.46,2.9715,7.17713404,2.67901731
29,0.47,2.8989,7.09368944,2.66339803
30,0.45,2.8104,6.40445328,2.53070211
31,0.47,2.9255,7.27864027,2.69789553
32,0.47,2.9301,7.75066042,2.78400087
33,0.47,2.858,7.09412909,2.66348076
34,0.49,2.9081,7.3831706,2.71719909
35,0.48,2.8273,7.15501642,2.67488623
36,0.5,2.776,6.89727402,2.62626624
37,0.51,2.6729,6.22433853,2.49486232
38,0.51,2.6531,6.35167933,2.5202539
39,0.51,2.826,7.33409452,2.70815325
40,0.5,2.6925,6.35303497,2.52052283
41,0.53,2.4859,5.44133806,2.33266759
42,0.54,2.3497,4.89376163,2.21218491
43,0.54,2.3686,5.002985,2.23673534
44,0.53,2.4332,5.24638271,2.29049826
45,0.52,2.4064,4.88888407,2.21108222
46,0.54,2.3708,4.79885912,2.19062996
47,0.52,2.437,5.16052055,2.27167797
48,0.52,2.4686,5.15629244,2.27074718
49,0.53,2.4345,5.1201663,2.26277852
50,0.53,2.4139,4.86714268,2.20616031
51,0.51,2.4179,4.95055771,2.22498488
52,0.51,2.4778,4.90928984,2.2156918
53,0.51,2.4356,4.89398956,2.2122364
54,0.52,2.459,4.99732113,2.23546886
55,0.5,2.4553,4.78351927,2.18712592
56,0.51,2.4953,5.06278944,2.25006437
57,0.53,2.4868,5.1879096,2.27769828
58,0.51,2.4691,5.13231611,2.26546168
59,0.51,2.5109,5.32542801,2.30768895
60,0.5,2.5328,5.44730186,2.33394551
61,0.5,2.5453,5.31393528,2.30519748
62,0.5,2.5728,5.55229378,2.35633063
63,0.49,2.5542,5.37721539,2.31888247
64,0.5,2.5432,5.17619228,2.27512455
65,0.52,2.482,5.0643487,2.2504108
66,0.51,2.5062,5.0004797,2.2361753
67,0.51,2.4335,4.87787247,2.20859075
68,0.51,2.4988,5.36084414,2.31534958
69,0.51,2.4401,4.84310341,2.20070529
70,0.53,2.4471,4.83948898,2.1998837
71,0.53,2.4583,4.97297049,2.23001575
72,0.52,2.4513,4.953547,2.22565651
73,0.52,2.4594,4.95571661,2.22614384
