-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.04,41.69,380.668121,19.5107193
2,0.12,34.157,346.855072,18.6240463
3,0.14,27.188,283.864044,16.8482647
4,0.18,20.553,225.104507,15.0034838
5,0.24,14.66,163.622849,12.7915144
6,0.4,9.7079,105.080658,10.250886
7,0.48,6.1103,54.0436974,7.35144186
8,0.62,3.7706,23.6739941,4.86559296
9,0.68,2.3081,8.92856026,2.98806977
10,0.64,2.0943,5.65507698,2.37804055
11,0.78,1.4311,3.08386445,1.7560935
12,0.9,1.0311,1.5512861,1.24550641
13,0.88,0.97068,1.18386769,1.0880568
14,0.88,0.85043,0.806896985,0.898274422
15,0.88,0.83226,0.512083709,0.715600252
16,0.98,0.70438,0.321019232,0.5665856
17,0.94,0.77945,0.418575317,0.646973968
18,0.94,0.73913,0.430531114,0.656148672
19,0.96,0.78102,0.443660319,0.666078329
20,0.94,0.77125,0.467508852,0.683746159
21,0.94,0.71171,0.399876297,0.632357717
22,0.96,0.75821,0.43881458,0.662430823
23,0.9,0.77916,0.472710907,0.687539756
24,0.92,0.82422,0.439821959,0.663190722
25,0.86,0.94367,0.635430634,0.797139049
26,0.88,0.89011,0.613806486,0.783457994
27,0.9,0.84581,0.587711871,0.766623676
28,0.88,0.7669,0.54338032,0.737143338
29,0.92,0.75092,0.507533371,0.712413788
30,0.92,0.74155,0.504619598,0.710365832
31,0.9,0.8435,0.616307378,0.785052478
32,0.88,0.82269,0.572570503,0.756683886
33,0.92,0.81215,0.427689284,0.653979599
34,0.86,0.88573,0.723736525,0.850727081
35,0.88,0.87756,0.621121347,0.788112521
36,0.92,0.78977,0.489757627,0.699826837
37,0.92,0.79869,0.425531536,0.652327776
38,0.94,0.69783,0.40165028,0.633758843
39,0.94,0.73765,0.397603542,0.630558133
40,0.88,0.81268,0.531612813,0.72911787
41,0.92,0.76103,0.464300007,0.68139565
42,0.92,0.89254,0.589340925,0.767685473
43,0.92,0.73599,0.461021006,0.678985298
44,0.92,0.80453,0.54004699,0.734878898
45,0.92,0.81498,0.599959016,0.774570227
46,0.92,0.7908,0.3963539,0.629566431
47,0.9,0.77768,0.513122857,0.716325939
48,0.92,0.84566,0.5416134,0.735943854
49,0.94,0.76888,0.486280382,0.697338045
50,0.92,0.87505,0.584258139,0.764367819
51,0.88,0.8543,0.563476384,0.750650644
52,0.92,0.80617,0.574292064,0.757820606
53,0.92,0.7712,0.493011177,0.702147543
54,0.94,0.77804,0.454687685,0.67430532
55,0.88,0.86085,0.519511759,0.72077167
56,0.92,0.73018,0.544345498,0.737797737
57,0.92,0.87397,0.509119987,0.713526428
58,0.94,0.73065,0.368374109,0.606938303
59,0.92,0.86553,0.500088215,0.707169116
60,0.92,0.81565,0.594075561,0.77076298
61,0.98,0.72212,0.33509329,0.578872442
62,0.92,0.78652,0.470564425,0.685976982
63,0.88,0.83513,0.514705539,0.717429817
64,0.92,0.81827,0.528574646,0.72703141
65,0.88,0.83278,0.499675602,0.706877351
66,0.92,0.77634,0.522459686,0.722813725
67,0.96,0.74554,0.482043892,0.694293797
68,0.88,0.82332,0.569468021,0.754631042
69,0.88,0.72601,0.469842166,0.685450315
70,0.94,0.84116,0.560179055,0.748451114
71,0.9,0.7868,0.501905501,0.70845288
72,0.9,0.89118,0.566858888,0.752900362
73,0.88,0.84773,0.597790301,0.773168981
74,0.9,0.91446,0.634901702,0.79680717
75,0.94,0.75014,0.461399078,0.679263651
76,0.88,0.80387,0.508530915,0.713113546
77,0.92,0.84505,0.672519088,0.820072651
78,0.88,0.92714,0.95954901,0.97956574
79,0.88,0.88651,0.700961828,0.837234616
80,0.88,0.87953,0.625184774,0.79068625
81,0.92,0.86232,0.534200132,0.730889976
82,0.88,0.78545,0.550813258,0.74216795
83,0.94,0.86517,0.618567705,0.786490738
84,0.9,0.82762,0.483499587,0.695341349
85,0.96,0.85434,0.490621716,0.700443923
86,0.88,0.83101,0.561078131,0.749051452
87,0.96,0.75948,0.354192764,0.595140934
88,0.86,0.82587,0.562121451,0.749747574
89,0.9,0.82271,0.492054105,0.701465666
90,0.9,0.85692,0.683457255,0.826714754
91,0.9,0.78803,0.422050804,0.649654388
92,0.94,0.76687,0.494145185,0.70295459
93,0.88,0.83402,0.520115972,0.721190691
94,0.9,0.85001,0.505889535,0.711259127
95,0.92,0.81163,0.51302731,0.716259241
96,0.84,0.90658,0.715909064,0.846114099
97,0.94,0.7561,0.436270893,0.660508037
98,0.92,0.79716,0.466406703,0.682939768
99,0.9,0.7754,0.481321812,0.693773627
100,0.88,0.91478,0.571482122,0.755964398
101,0.92,0.80536,0.551809251,0.742838621
102,0.84,0.9307,0.668348968,0.817526102
103,0.9,0.83579,0.566900432,0.752927899
104,0.9,0.80921,0.497113317,0.705062628
105,0.9,0.84455,0.524464905,0.724199474
106,0.92,0.78793,0.472508013,0.687392175
107,0.88,0.86943,0.536402225,0.732394814
108,0.96,0.71268,0.376032144,0.613214612
109,0.9,0.76389,0.481012464,0.693550587
110,0.86,0.84147,0.590696454,0.768567801
111,0.92,0.79557,0.507015765,0.712050378
112,0.9,0.80426,0.54841876,0.740552962
113,0.96,0.80659,0.369793504,0.608106494
114,0.86,0.82245,0.535941362,0.732080162
115,0.94,0.76412,0.490057826,0.700041294
116,0.9,0.83496,0.517285407,0.719225526
117,0.92,0.79875,0.470515013,0.685940981
118,0.88,0.90476,0.585536778,0.765203714
119,0.94,0.77654,0.435479641,0.659908831
120,0.94,0.70528,0.446008056,0.667838335
,,,,
-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.04,41.69,380.668121,19.5107193
2,0.12,34.157,346.855072,18.6240463
3,0.14,27.188,283.864044,16.8482647
4,0.18,20.553,225.104507,15.0034838
5,0.24,14.66,163.622849,12.7915144
6,0.4,9.7079,105.080658,10.250886
7,0.48,6.1103,54.0436974,7.35144186
8,0.62,3.7706,23.6739941,4.86559296
9,0.68,2.3081,8.92856026,2.98806977
10,0.64,2.0943,5.65507698,2.37804055
11,0.78,1.4311,3.08386445,1.7560935
12,0.9,1.0311,1.5512861,1.24550641
13,0.88,0.97068,1.18386769,1.0880568
14,0.88,0.85043,0.806896985,0.898274422
15,0.88,0.83226,0.512083709,0.715600252
16,0.98,0.70438,0.321019232,0.5665856
17,0.94,0.77945,0.418575317,0.646973968
18,0.94,0.73913,0.430531114,0.656148672
19,0.96,0.78102,0.443660319,0.666078329
20,0.94,0.77125,0.467508852,0.683746159
21,0.94,0.71171,0.399876297,0.632357717
22,0.96,0.75821,0.43881458,0.662430823
23,0.9,0.77916,0.472710907,0.687539756
24,0.92,0.82422,0.439821959,0.663190722
25,0.86,0.94367,0.635430634,0.797139049
26,0.88,0.89011,0.613806486,0.783457994
27,0.9,0.84581,0.587711871,0.766623676
28,0.88,0.7669,0.54338032,0.737143338
29,0.92,0.75092,0.507533371,0.712413788
30,0.92,0.74155,0.504619598,0.710365832
31,0.9,0.8435,0.616307378,0.785052478
32,0.88,0.82269,0.572570503,0.756683886
33,0.92,0.81215,0.427689284,0.653979599
34,0.86,0.88573,0.723736525,0.850727081
35,0.88,0.87756,0.621121347,0.788112521
36,0.92,0.78977,0.489757627,0.699826837
37,0.92,0.79869,0.425531536,0.652327776
38,0.94,0.69783,0.40165028,0.633758843
39,0.94,0.73765,0.397603542,0.630558133
40,0.88,0.81268,0.531612813,0.72911787
41,0.92,0.76103,0.464300007,0.68139565
42,0.92,0.89254,0.589340925,0.767685473
43,0.92,0.73599,0.461021006,0.678985298
44,0.92,0.80453,0.54004699,0.734878898
45,0.92,0.81498,0.599959016,0.774570227
46,0.92,0.7908,0.3963539,0.629566431
47,0.9,0.77768,0.513122857,0.716325939
48,0.92,0.84566,0.5416134,0.735943854
49,0.94,0.76888,0.486280382,0.697338045
50,0.92,0.87505,0.584258139,0.764367819
51,0.88,0.8543,0.563476384,0.750650644
52,0.92,0.80617,0.574292064,0.757820606
53,0.92,0.7712,0.493011177,0.702147543
54,0.94,0.77804,0.454687685,0.67430532
55,0.88,0.86085,0.519511759,0.72077167
56,0.92,0.73018,0.544345498,0.737797737
57,0.92,0.87397,0.509119987,0.713526428
58,0.94,0.73065,0.368374109,0.606938303
59,0.92,0.86553,0.500088215,0.707169116
60,0.92,0.81565,0.594075561,0.77076298
61,0.98,0.72212,0.33509329,0.578872442
62,0.92,0.78652,0.470564425,0.685976982
63,0.88,0.83513,0.514705539,0.717429817
64,0.92,0.81827,0.528574646,0.72703141
65,0.88,0.83278,0.499675602,0.706877351
66,0.92,0.77634,0.522459686,0.722813725
67,0.96,0.74554,0.482043892,0.694293797
68,0.88,0.82332,0.569468021,0.754631042
69,0.88,0.72601,0.469842166,0.685450315
70,0.94,0.84116,0.560179055,0.748451114
71,0.9,0.7868,0.501905501,0.70845288
72,0.9,0.89118,0.566858888,0.752900362
73,0.88,0.84773,0.597790301,0.773168981
74,0.9,0.91446,0.634901702,0.79680717
75,0.94,0.75014,0.461399078,0.679263651
76,0.88,0.80387,0.508530915,0.713113546
77,0.92,0.84505,0.672519088,0.820072651
78,0.88,0.92714,0.95954901,0.97956574
79,0.88,0.88651,0.700961828,0.837234616
80,0.88,0.87953,0.625184774,0.79068625
81,0.92,0.86232,0.534200132,0.730889976
82,0.88,0.78545,0.550813258,0.74216795
83,0.94,0.86517,0.618567705,0.786490738
84,0.9,0.82762,0.483499587,0.695341349
85,0.96,0.85434,0.490621716,0.700443923
86,0.88,0.83101,0.561078131,0.749051452
87,0.96,0.75948,0.354192764,0.595140934
88,0.86,0.82587,0.562121451,0.749747574
89,0.9,0.82271,0.492054105,0.701465666
90,0.9,0.85692,0.683457255,0.826714754
91,0.9,0.78803,0.422050804,0.649654388
92,0.94,0.76687,0.494145185,0.70295459
93,0.88,0.83402,0.520115972,0.721190691
94,0.9,0.85001,0.505889535,0.711259127
95,0.92,0.81163,0.51302731,0.716259241
96,0.84,0.90658,0.715909064,0.846114099
97,0.94,0.7561,0.436270893,0.660508037
98,0.92,0.79716,0.466406703,0.682939768
99,0.9,0.7754,0.481321812,0.693773627
100,0.88,0.91478,0.571482122,0.755964398
101,0.92,0.80536,0.551809251,0.742838621
102,0.84,0.9307,0.668348968,0.817526102
103,0.9,0.83579,0.566900432,0.752927899
104,0.9,0.80921,0.497113317,0.705062628
105,0.9,0.84455,0.524464905,0.724199474
106,0.92,0.78793,0.472508013,0.687392175
107,0.88,0.86943,0.536402225,0.732394814
108,0.96,0.71268,0.376032144,0.613214612
109,0.9,0.76389,0.481012464,0.693550587
110,0.86,0.84147,0.590696454,0.768567801
111,0.92,0.79557,0.507015765,0.712050378
112,0.9,0.80426,0.54841876,0.740552962
113,0.96,0.80659,0.369793504,0.608106494
114,0.86,0.82245,0.535941362,0.732080162
115,0.94,0.76412,0.490057826,0.700041294
116,0.9,0.83496,0.517285407,0.719225526
117,0.92,0.79875,0.470515013,0.685940981
