-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.051,35.551,370.339661,19.2442112
2,0.1,28.996,329.297607,18.1465588
3,0.15,22.964,270.998444,16.4620304
4,0.17,17.854,201.910446,14.2095194
5,0.16,13.957,135.635895,11.6462822
6,0.14,11.467,81.7937851,9.04399109
7,0.15,9.376,49.5995674,7.042696
8,0.17,8.024,31.2709255,5.59204149
9,0.27,5.8752,24.7750015,4.97744942
10,0.47,3.5869,16.3584232,4.04455471
11,0.6,2.1956,7.68506145,2.77219439
12,0.65,2.2028,8.28331089,2.87807417
13,0.67,2.6404,11.9630289,3.45876122
14,0.67,2.8816,13.6896639,3.69995451
15,0.73,2.3741,11.2704878,3.35715461
16,0.76,1.9988,10.4542055,3.23329639
17,0.79,1.67,8.72461128,2.95374537
18,0.85,1.2008,5.4225421,2.32863522
19,0.9,0.92379,3.15197444,1.77538013
20,0.91,1.1417,6.27976131,2.50594521
21,0.87,1.4409,8.74901676,2.95787358
22,0.85,1.436,9.73052979,3.11937976
23,0.88,0.94384,5.45811224,2.33626032
24,0.94,0.55874,2.92080736,1.70903695
25,0.96,0.31071,1.56128263,1.24951303
26,0.99,0.13031,0.212914959,0.461427093
27,1,0.075504,0.029268554,0.171080545
28,1,0.087955,0.395249277,0.628688514
29,0.99,0.07995,0.251067281,0.501066148
30,1,0.049783,0.01326451,0.115171656
31,1,0.042991,0.000470669,0.021694914
32,1,0.042309,0.000301102,0.0173523
33,1,0.042242,0.000295433,0.01718815
34,1,0.042237,0.000294955,0.017174255
35,1,0.042236,0.000294918,0.01717319
36,1,0.042236,0.000294938,0.017173758
37,1,0.042236,0.000294919,0.017173192
38,1,0.042235,0.000294913,0.017173031
39,1,0.042235,0.000294944,0.017173935
40,1,0.042234,0.000294872,0.017171828
41,1,0.042235,0.000294931,0.017173568
42,1,0.042235,0.000294927,0.017173426
43,1,0.042235,0.000294914,0.017173046
44,1,0.042236,0.000294915,0.017173084
45,1,0.042235,0.000294896,0.017172532
46,1,0.042235,0.000294876,0.017171955
47,1,0.042235,0.000294891,0.017172381
48,1,0.042235,0.000294917,0.017173149
49,1,0.042235,0.000294924,0.017173342
50,1,0.042235,0.000294943,0.017173899
51,1,0.042235,0.000294935,0.017173659
52,1,0.042235,0.000294921,0.017173274
53,1,0.042235,0.000294958,0.017174337
54,1,0.042234,0.000294921,0.017173279
55,1,0.042235,0.000294906,0.017172832
56,1,0.042235,0.000294901,0.017172689
57,1,0.042236,0.000294945,0.017173976
58,1,0.042235,0.000294931,0.017173562
59,1,0.042235,0.000294917,0.017173156
60,1,0.042235,0.000294911,0.017172968
61,1,0.042235,0.000294912,0.017172998
62,1,0.042235,0.000294914,0.017173059
63,1,0.042234,0.000294933,0.0171736
64,1,0.042234,0.000294902,0.0171727
65,1,0.042234,0.000294921,0.017173264
66,1,0.042235,0.000294913,0.017173035
67,1,0.042235,0.000294922,0.017173301
68,1,0.042234,0.000294884,0.017172189
69,1,0.042235,0.000294945,0.017173972
70,1,0.042236,0.00029492,0.017173234
71,1,0.042235,0.00029491,0.017172953
72,1,0.042236,0.000294896,0.017172532
73,1,0.042234,0.000294956,0.017174278
74,1,0.042235,0.000294927,0.017173436
75,1,0.042235,0.000294919,0.017173201
76,1,0.042235,0.000294908,0.017172894
77,1,0.042235,0.000294928,0.01717346
78,1,0.042236,0.000294937,0.017173728
79,1,0.042234,0.00029491,0.017172944
80,1,0.042235,0.000294937,0.017173734
81,1,0.042235,0.000294934,0.01717364
82,1,0.042235,0.000294911,0.017172976
83,1,0.042234,0.000294927,0.01717345
84,1,0.042235,0.000294928,0.017173467
85,1,0.042235,0.000294941,0.017173845
86,1,0.042235,0.000294872,0.017171849
87,1,0.042236,0.000294899,0.017172633
88,1,0.042235,0.000294885,0.017172214
89,1,0.042235,0.000294905,0.017172795
90,1,0.042235,0.000294918,0.017173167
91,1,0.042235,0.000294926,0.01717341
92,1,0.042235,0.000294924,0.017173342
93,1,0.042235,0.000294918,0.017173177
94,1,0.042234,0.000294899,0.017172633
95,1,0.042234,0.000294898,0.017172584
96,1,0.042235,0.000294939,0.017173797
97,1,0.042236,0.00029492,0.017173246
98,1,0.042235,0.00029489,0.017172359
99,1,0.042235,0.00029491,0.017172944
100,1,0.042235,0.000294908,0.017172881
101,1,0.042236,0.000294887,0.017172286
102,1,0.042235,0.000294896,0.017172527
103,1,0.042235,0.000294933,0.017173609
104,1,0.042235,0.000294892,0.017172428
105,1,0.042235,0.000294899,0.01717262
106,1,0.042235,0.000294935,0.017173668
107,1,0.042235,0.000294903,0.01717275
108,1,0.042235,0.000294895,0.017172497
109,1,0.042236,0.000294932,0.017173572
110,1,0.042235,0.000294931,0.017173557
111,1,0.042235,0.000294893,0.017172447
112,1,0.042234,0.000294867,0.017171687
113,1,0.042235,0.00029489,0.017172357
114,1,0.042234,0.000294941,0.017173842
115,1,0.042235,0.000294932,0.017173586
116,1,0.042234,0.000294913,0.01717303
117,1,0.042234,0.000294861,0.017171523
118,1,0.042235,0.00029491,0.017172946
119,1,0.042235,0.000294937,0.017173741
120,1,0.042235,0.000294889,0.017172329
,,,,
-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.051,36.003,377.958618,19.4411583
2,0.1,29.414,338.45639,18.3971844
3,0.15,23.511,283.879242,16.8487167
4,0.18,18.627,216.068695,14.699275
5,0.16,14.987,146.93042,12.1214857
6,0.13,12.387,94.5180206,9.72203827
7,0.12,10.483,60.643486,7.78739262
8,0.17,8.6529,43.463047,6.59265089
9,0.27,6.4241,35.9370956,5.99475574
10,0.49,3.9885,26.726759,5.16979265
11,0.6,2.4646,13.2818995,3.64443398
12,0.61,2.5278,11.5053072,3.39194751
13,0.6,3.0661,14.4497118,3.80127764
14,0.64,2.8235,12.6545324,3.55732107
15,0.72,2.2792,10.5733738,3.25167251
16,0.75,2.0621,10.8419189,3.29270697
17,0.78,1.8174,9.33450413,3.05524206
18,0.84,1.2388,4.86870718,2.2065146
19,0.87,1.2264,5.96059418,2.44143271
20,0.88,1.1831,5.54810429,2.35544157
21,0.85,1.587,10.206892,3.19482255
22,0.86,1.2835,6.85352564,2.61792397
23,0.88,1.1476,7.29362488,2.7006712
24,0.91,0.83805,5.03279638,2.24338961
25,0.91,0.75017,4.92537928,2.21931958
26,0.95,0.4149,1.79260695,1.3388828
27,0.98,0.21004,0.290165037,0.538669705
28,0.99,0.20591,0.855267942,0.924807012
29,0.99,0.17659,0.642588079,0.801615894
30,1,0.12107,0.140192017,0.374422252
31,0.98,0.26493,1.8638525,1.36522985
32,0.98,0.18437,0.954680085,0.977077305
33,0.99,0.1315,0.587886512,0.76673758
34,1,0.06502,0.047641695,0.218269765
35,1,0.047286,0.001603653,0.040045638
36,1,0.044777,0.000361201,0.019005299
37,1,0.044515,0.000332624,0.018237988
38,1,0.044488,0.000330789,0.018187603
39,1,0.044484,0.000330624,0.018183071
40,1,0.044485,0.000330612,0.018182734
41,1,0.044485,0.0003306,0.018182399
42,1,0.044485,0.000330572,0.018181626
43,1,0.044485,0.000330585,0.018182004
44,1,0.044484,0.000330548,0.018180972
45,1,0.044484,0.000330571,0.018181611
46,1,0.044484,0.000330576,0.018181736
47,1,0.044484,0.000330595,0.018182272
48,1,0.044484,0.000330585,0.018181996
49,1,0.044484,0.000330543,0.018180845
50,1,0.044485,0.000330615,0.018182835
51,1,0.044484,0.000330562,0.018181358
52,1,0.044485,0.00033059,0.018182138
53,1,0.044485,0.000330575,0.018181728
54,1,0.044484,0.000330593,0.018182205
55,1,0.044483,0.000330597,0.018182339
56,1,0.044484,0.000330558,0.01818124
57,1,0.044484,0.000330594,0.018182255
58,1,0.044484,0.000330549,0.018181006
59,1,0.044484,0.000330586,0.018182013
60,1,0.044485,0.000330577,0.018181786
61,1,0.044484,0.000330559,0.018181274
62,1,0.044484,0.000330579,0.018181844
63,1,0.044484,0.000330585,0.018182004
64,1,0.044484,0.000330579,0.018181829
65,1,0.044484,0.000330576,0.018181736
66,1,0.044485,0.0003306,0.018182416
67,1,0.044483,0.000330551,0.018181056
68,1,0.044484,0.000330539,0.018180737
69,1,0.044483,0.00033058,0.018181862
70,1,0.044484,0.0003306,0.018182408
71,1,0.044484,0.000330623,0.018183028
72,1,0.044485,0.000330593,0.018182214
73,1,0.044484,0.000330586,0.018182013
74,1,0.044483,0.0003306,0.018182399
75,1,0.044484,0.000330556,0.018181207
76,1,0.044484,0.00033054,0.018180754
77,1,0.044485,0.000330576,0.018181736
78,1,0.044484,0.000330579,0.018181829
79,1,0.044484,0.000330563,0.018181391
80,1,0.044483,0.000330561,0.01818135
81,1,0.044484,0.000330568,0.018181518
82,1,0.044484,0.000330558,0.01818124
83,1,0.044484,0.000330563,0.0181814
84,1,0.044484,0.000330583,0.018181937
85,1,0.044483,0.00033054,0.018180754
86,1,0.044484,0.000330565,0.018181434
87,1,0.044483,0.000330557,0.018181223
88,1,0.044484,0.000330575,0.018181719
89,1,0.044484,0.000330592,0.018182188
90,1,0.044485,0.000330613,0.01818276
91,1,0.044484,0.000330582,0.018181911
92,1,0.044485,0.000330555,0.018181182
93,1,0.044484,0.000330574,0.018181702
94,1,0.044483,0.000330562,0.018181367
95,1,0.044484,0.00033061,0.018182676
96,1,0.044484,0.000330556,0.018181199
97,1,0.044485,0.000330561,0.018181324
98,1,0.044485,0.000330582,0.018181913
99,1,0.044484,0.000330572,0.018181626
100,1,0.044484,0.000330527,0.018180393
101,1,0.044484,0.000330552,0.018181089
102,1,0.044484,0.000330562,0.01818135
103,1,0.044484,0.0003306,0.018182399
104,1,0.044485,0.000330603,0.01818249
105,1,0.044484,0.000330565,0.018181441
106,1,0.044485,0.000330587,0.018182062
107,1,0.044484,0.000330557,0.01818124
108,1,0.044484,0.000330578,0.018181803
109,1,0.044484,0.000330559,0.018181291
110,1,0.044485,0.000330613,0.018182777
111,1,0.044485,0.000330553,0.018181123
112,1,0.044484,0.000330565,0.018181451
113,1,0.044485,0.000330557,0.018181216
114,1,0.044484,0.000330604,0.018182533
115,1,0.044485,0.000330614,0.018182792
116,1,0.044485,0.000330592,0.018182198
117,1,0.044484,0.00033059,0.018182131
118,1,0.044485,0.000330599,0.018182382
119,1,0.044484,0.000330557,0.018181233
120,1,0.044484,0.000330558,0.018181257
,,,,
-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.074,35.079,372.969971,19.3124313
2,0.12,28.511,329.092255,18.1408997
3,0.15,22.955,261.072479,16.1577377
4,0.15,18.238,190.626602,13.8067598
