-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.057,37.363,395.593567,19.889534
2,0.083,30.942,360.691376,18.9918766
3,0.13,25.059,305.861725,17.488903
4,0.13,20.004,238.385162,15.4397268
5,0.12,15.986,169.938889,13.0360613
6,0.14,12.744,116.538307,10.7952909
7,0.2,10.2,80.339447,8.96322727
8,0.29,7.7406,59.5581589,7.7173934
9,0.36,5.6175,41.1702995,6.41640854
10,0.41,4.4852,27.0859013,5.20441198
11,0.38,3.9407,15.8109312,3.97629619
12,0.41,3.5327,12.1085062,3.47972775
13,0.49,3.0836,9.23582745,3.03905034
14,0.54,2.5938,6.03391933,2.45640373
15,0.56,2.3154,4.18121099,2.044801
16,0.59,2.175,3.73788381,1.9333607
17,0.58,2.0592,3.47564316,1.86430764
18,0.64,1.89,2.83743262,1.68446803
19,0.63,1.9066,3.25570869,1.80435824
20,0.65,1.9444,3.77375984,1.9426167
21,0.65,1.848,3.3793242,1.83829391
22,0.67,1.7055,2.60220766,1.61313593
23,0.68,1.7953,2.86585879,1.6928848
24,0.67,1.7387,2.4080193,1.55177939
25,0.67,1.8055,3.00272489,1.7328372
26,0.69,1.7088,2.23421597,1.4947294
27,0.66,1.7777,2.42747712,1.55803633
28,0.67,1.8071,2.88602495,1.69883049
29,0.66,1.76,2.44026375,1.56213439
30,0.65,1.7117,2.21006608,1.48662913
31,0.6,1.8575,2.42779493,1.55813837
32,0.6,1.8885,2.54793215,1.59622431
33,0.62,1.873,2.69938874,1.64298165
34,0.62,1.8911,2.83103085,1.68256676
35,0.59,1.931,2.83404803,1.6834631
36,0.62,1.8732,2.61790681,1.61799467
37,0.6,1.8342,2.24707341,1.49902415
38,0.62,1.8393,2.45015597,1.56529737
39,0.64,1.8101,2.28621054,1.51202202
40,0.63,1.7686,2.07311487,1.4398315
41,0.62,1.7961,2.35950327,1.53606749
42,0.63,1.8297,2.70464349,1.64458001
43,0.63,1.7651,2.36573553,1.53809476
44,0.63,1.7106,2.1864953,1.47868025
45,0.65,1.7345,2.17052984,1.47327185
46,0.66,1.7082,2.22857904,1.49284267
47,0.65,1.7171,2.17986751,1.47643745
48,0.64,1.7497,2.1750772,1.4748143
49,0.64,1.7332,2.07540369,1.44062614
50,0.63,1.7777,2.23540688,1.49512768
51,0.62,1.7776,2.10704231,1.4515655
52,0.62,1.8108,2.42559052,1.55743074
53,0.62,1.8065,2.25928807,1.50309277
54,0.62,1.7929,2.34681034,1.53193021
55,0.63,1.796,2.18174076,1.47707164
56,0.62,1.7961,2.35614562,1.5349741
57,0.63,1.7776,2.15475273,1.46790755
58,0.63,1.7598,2.17019367,1.47315776
59,0.62,1.7483,2.20459199,1.48478687
60,0.61,1.8178,2.43138433,1.55928969
61,0.64,1.786,2.42642045,1.55769718
62,0.65,1.7581,2.37639976,1.54155755
63,0.65,1.7408,2.25379372,1.5012641
64,0.65,1.7295,2.20019245,1.48330462
65,0.65,1.745,2.29611802,1.51529467
66,0.63,1.8033,2.34226942,1.53044748
67,0.64,1.7973,2.44807696,1.56463313
68,0.64,1.8122,2.51819992,1.58688378
69,0.63,1.8031,2.46219158,1.56913722
70,0.6,1.846,2.42865896,1.55841553
71,0.62,1.837,2.41106915,1.55276179
72,0.63,1.825,2.31047034,1.52002311
73,0.61,1.8483,2.32762527,1.52565575
74,0.61,1.8389,2.35753584,1.53542686
75,0.62,1.836,2.35966015,1.53611851
76,0.61,1.8111,2.40957189,1.55227959
77,0.63,1.8185,2.43793821,1.5613898
78,0.63,1.8289,2.53447175,1.59200239
79,0.63,1.7866,2.26303244,1.50433791
80,0.62,1.8233,2.49816275,1.5805577
81,0.62,1.7865,2.22032714,1.49007618
82,0.63,1.7698,2.25173211,1.50057721
83,0.64,1.8042,2.2644763,1.50481761
84,0.63,1.7828,2.24372935,1.49790835
85,0.64,1.764,2.23887658,1.49628758
86,0.6,1.8103,2.40291357,1.55013347
87,0.63,1.7862,2.31547475,1.52166843
88,0.65,1.7814,2.38941956,1.5457747
89,0.63,1.7758,2.16841626,1.47255433
90,0.63,1.7855,2.29294801,1.51424837
91,0.61,1.8423,2.37899494,1.54239917
92,0.63,1.7819,2.09947824,1.44895768
93,0.62,1.8277,2.40430021,1.55058062
94,0.61,1.8137,2.28918386,1.5130049
95,0.64,1.8199,2.3891902,1.54570055
96,0.61,1.799,2.30811763,1.51924908
97,0.61,1.8001,2.33383608,1.52768981
98,0.64,1.7696,2.29285789,1.51421857
99,0.62,1.8133,2.35562634,1.53480506
100,0.65,1.7736,2.33747673,1.52888083
101,0.63,1.7865,2.30094004,1.51688504
102,0.63,1.748,2.27280974,1.5075841
103,0.63,1.7947,2.40045667,1.54934072
104,0.62,1.8395,2.51152205,1.58477831
105,0.63,1.7829,2.39147854,1.5464406
106,0.64,1.7844,2.23804903,1.49601102
107,0.61,1.8173,2.38756156,1.54517365
108,0.62,1.8318,2.2830143,1.51096475
109,0.6,1.8677,2.40646148,1.5512774
110,0.62,1.8245,2.27314258,1.50769448
111,0.61,1.8191,2.36662483,1.53838384
112,0.61,1.8147,2.28923035,1.51302028
113,0.63,1.7827,2.36145902,1.53670394
114,0.62,1.788,2.23808527,1.49602318
115,0.65,1.7545,2.25182056,1.50060666
116,0.63,1.7441,2.16566086,1.47161841
117,0.63,1.7573,2.13153863,1.45997894
118,0.65,1.7427,2.19282794,1.48082006
119,0.63,1.7949,2.21692348,1.48893368
120,0.63,1.7953,2.30464125,1.51810443
,,,,
-------------------------------------------------------------------------------------------------,,,,
time, convergence factor, orbit distance average, orbit distance variance, orbit distance std dev
1,0.051,38.545,413.815918,20.3424664
2,0.1,32.003,374.692383,19.3569717
3,0.11,26.092,311.599731,17.6521873
4,0.12,20.976,240.30957,15.5019217
5,0.091,16.851,170.654404,13.0634756
6,0.13,13.485,117.3713,10.8338032
7,0.2,10.716,82.1539993,9.06388474
8,0.26,8.4931,58.2995033,7.63541126
9,0.35,6.5378,43.4597054,6.59239769
10,0.37,4.7459,28.5906563,5.34702301
11,0.42,3.8388,17.1245289,4.1381793
12,0.42,3.2956,9.54596806,3.08965492
13,0.47,2.9208,6.89192247,2.625247
14,0.54,2.4958,5.21064758,2.28268433
15,0.57,2.2888,4.96245813,2.22765756
16,0.59,2.1192,4.22869158,2.05637836
17,0.58,2.1919,5.13083935,2.26513553
18,0.61,2.0927,4.05095959,2.0126996
19,0.64,1.9656,3.45079327,1.85763109
20,0.63,1.9224,3.23504806,1.79862392
21,0.66,1.8552,3.38836145,1.84075022
22,0.67,1.8091,2.74864936,1.6579051
23,0.66,1.8068,2.67221069,1.63468981
24,0.64,1.9637,3.47887015,1.86517298
25,0.65,1.8354,2.83388519,1.6834147
26,0.65,1.8647,3.1351335,1.77063084
27,0.64,1.7808,2.61378789,1.61672127
28,0.64,1.7223,2.19896317,1.48289013
29,0.67,1.7572,2.47565889,1.57342267
30,0.59,1.847,2.37183285,1.54007566
31,0.62,1.8092,2.31562972,1.52171934
32,0.59,1.8663,2.45346594,1.56635427
33,0.64,1.7524,2.52344394,1.58853519
34,0.64,1.7451,2.46835995,1.57110143
35,0.62,1.7623,2.28209639,1.51066089
36,0.67,1.6566,1.94931698,1.39617944
37,0.64,1.739,2.18196583,1.47714794
38,0.63,1.7802,2.30135512,1.51702178
39,0.63,1.7508,1.98132694,1.40759611
40,0.63,1.7795,2.25364089,1.50121307
41,0.65,1.7591,2.24971557,1.49990511
42,0.65,1.7807,2.25026321,1.50008774
43,0.61,1.8151,2.41031241,1.55251813
44,0.61,1.7856,2.19097233,1.48019326
45,0.6,1.8145,2.25701928,1.50233793
46,0.62,1.789,2.13532543,1.46127522
47,0.63,1.7982,2.23632455,1.49543464
48,0.62,1.8316,2.2558949,1.50196373
49,0.63,1.8107,2.27153969,1.50716281
50,0.62,1.7975,2.24855328,1.49951768
51,0.61,1.8035,2.3210752,1.5235076
52,0.62,1.7925,2.25507736,1.50169146
53,0.64,1.7679,2.3275187,1.5256207
54,0.64,1.7743,2.10570168,1.45110369
55,0.63,1.772,2.1873548,1.47897089
56,0.61,1.8515,2.27144766,1.50713229
57,0.61,1.814,2.25952721,1.5031724
58,0.64,1.8111,2.42968059,1.55874324
59,0.63,1.8092,2.23014951,1.49336851
60,0.61,1.8199,2.33023381,1.52651036
61,0.61,1.8246,2.24174595,1.49724615
62,0.6,1.863,2.41220164,1.55312645
63,0.63,1.829,2.49705124,1.58020604
64,0.61,1.8563,2.36885452,1.5391084
65,0.61,1.8382,2.50776672,1.58359301
66,0.62,1.8054,2.21838117,1.48942316
67,0.62,1.811,2.37634683,1.54154038
68,0.63,1.7867,2.20098281,1.48357093
69,0.63,1.8199,2.32522798,1.5248698
70,0.63,1.7612,2.29743242,1.51572835
71,0.63,1.7677,2.12003803,1.45603502
72,0.64,1.7304,2.05988097,1.43522859
73,0.63,1.775,2.14354491,1.46408498
74,0.62,1.781,2.22676754,1.49223566
75,0.62,1.7632,2.15005469,1.46630657
76,0.62,1.814,2.35684156,1.53520083
77,0.63,1.8041,2.31320453,1.5209223
78,0.62,1.7981,2.25894856,1.50297987
79,0.62,1.7808,2.31223202,1.52060258
80,0.62,1.798,2.29389405,1.5145607
81,0.62,1.7879,2.27779675,1.50923717
82,0.63,1.8107,2.30682492,1.51882362
83,0.63,1.7939,2.09732389,1.44821405
84,0.64,1.7688,2.2752533,1.50839424
